Breviolum98143	K19755
Breviolum170584	K04908
Breviolum231042	K06058
Breviolum347190	K01648
Breviolum63547	K04885
Breviolum26559	K02945
Breviolum279897	K17803
Breviolum2414	K02989
Breviolum81518	K09459
Breviolum347692	K13412
Breviolum344571	K21604
Breviolum97029	K25166
Breviolum80028	K10523
Breviolum397816	K14963
Breviolum186320	K13679
Breviolum1961	K06689
Breviolum16737	K13954
Breviolum265271	K04567
Breviolum94029	K12573
Breviolum226077	K00380
Breviolum70567	K01809
Breviolum50063	K02979
Breviolum249287	K02706
Breviolum63671	K00143
Breviolum344850	K22745
Breviolum17269	K00003
Breviolum178828	K21867
Breviolum76741	K06180
Breviolum16918	K02978
Breviolum36578	K20660
Breviolum173841	K07374
Breviolum74311	K02330
Breviolum58009	K09935
Breviolum308624	K10862
Breviolum241141	K08057
Breviolum232397	K06180
Breviolum59446	K10583
Breviolum266175	K01202
Breviolum264361	K13412
Breviolum394184	K10807
Breviolum72942	K02912
Breviolum391988	K16535
Breviolum58049	K09571
Breviolum306860	K10393
Breviolum166979	K00472
Breviolum74559	K20872
Breviolum223310	K07375
Breviolum345116	K11420
Breviolum345173	K10380
Breviolum69536	K08073
Breviolum59473	K12649
Breviolum90474	K18399
Breviolum205618	K03320
Breviolum351479	K00059
Breviolum167416	K06002
Breviolum243288	K00626
Breviolum206920	K07944
Breviolum166700	K17914
Breviolum392323	K02993
Breviolum4594	K18059
Breviolum18779	K15272
Breviolum47778	K01802
Breviolum72910	K03798
Breviolum83271	K05516
Breviolum198908	K00002
Breviolum266139	K15521
Breviolum393254	K23565
Breviolum81157	K21989
Breviolum232871	K04957
Breviolum69735	K09578
Breviolum267254	K24483
Breviolum50195	K00545
Breviolum304565	K13091
Breviolum67485	K02372
Breviolum69799	K12816
Breviolum319718	K03146
Breviolum58552	K01672
Breviolum98704	K15276
Breviolum53113	K12445
Breviolum23208	K25550
Breviolum210891	K02984
Breviolum182442	K04079
Breviolum48391	K05349
Breviolum97209	K01803
Breviolum70449	K03511
Breviolum309079	K01881
Breviolum50593	K01404
Breviolum93661	K18423
Breviolum32373	K07976
Breviolum50556	K06176
Breviolum2022	K06180
Breviolum232972	K03235
Breviolum7632	K03686
Breviolum286363	K13210
Breviolum268845	K08956
Breviolum69081	K01697
Breviolum70721	K04951
Breviolum264940	K07583
Breviolum343880	K13126
Breviolum87353	K11594
Breviolum81184	K10746
Breviolum237243	K10807
Breviolum6716	K04373
Breviolum173859	K04977
Breviolum362843	K11825
Breviolum189660	K15283
Breviolum390432	K20556
Breviolum345024	K14963
Breviolum62156	K24427
Breviolum51919	K21804
Breviolum1871	K10223
Breviolum179272	K05535
Breviolum211367	K16466
Breviolum67377	K06173
Breviolum171675	K16290
Breviolum67281	K11153
Breviolum354860	K04739
Breviolum304327	K01240
Breviolum303338	K10407
Breviolum99674	K09788
Breviolum231850	K01953
Breviolum228454	K18643
Breviolum95931	K01090
Breviolum386019	K13412
Breviolum53307	K00472
Breviolum81650	K14963
Breviolum265227	K10380
Breviolum98984	K14856
Breviolum207070	K12734
Breviolum89519	K15377
Breviolum62284	K15445
Breviolum275169	K01835
Breviolum347361	K10772
Breviolum89870	K05656
Breviolum68381	K00574
Breviolum205966	K02836
Breviolum30645	K23531
Breviolum59411	K04892
Breviolum379618	K01530
Breviolum93940	K03070
Breviolum280517	K00476
Breviolum95099	K13412
Breviolum167942	K12604
Breviolum62703	K11323
Breviolum343145	K03094
Breviolum31233	K13412
Breviolum377212	K04043
Breviolum88870	K14379
Breviolum82487	K00901
Breviolum25009	K01958
Breviolum71111	K13412
Breviolum167976	K13525
Breviolum325396	K02868
Breviolum70052	K04955
Breviolum88139	K18418
Breviolum68440	K04345
Breviolum89432	K01228
Breviolum197134	K02256
Breviolum312630	K00733
Breviolum227078	K01354
Breviolum59204	K20359
Breviolum353601	K17278
Breviolum175357	K24230
Breviolum3104	K02945
Breviolum48472	K06689
Breviolum47286	K03262
Breviolum59703	K00621
Breviolum235821	K04075
Breviolum50232	K16675
Breviolum226024	K17506
Breviolum264902	K07304
Breviolum18923	K12603
Breviolum207737	K22866
Breviolum167017	K06180
Breviolum70184	K21440
Breviolum165138	K22377
Breviolum41502	K03349
Breviolum81860	K11000
Breviolum78244	K14326
Breviolum68205	K06641
Breviolum7394	K06206
Breviolum62443	K15436
Breviolum70617	K00383
Breviolum35937	K08869
Breviolum74535	K14442
Breviolum344408	K16726
Breviolum8851	K22767
Breviolum78334	K11592
Breviolum18735	K16175
Breviolum308148	K03016
Breviolum69744	K15015
Breviolum90975	K14411
Breviolum98882	K16900
Breviolum93951	K03665
Breviolum69216	K12460
Breviolum344521	K00876
Breviolum73755	K02183
Breviolum81777	K24728
Breviolum29481	K10667
Breviolum393117	K18050
Breviolum264014	K22761
Breviolum231461	K02927
Breviolum81215	K10380
Breviolum19159	K19219
Breviolum206770	K07375
Breviolum229736	K03687
Breviolum411233	K12410
Breviolum346620	K20028
Breviolum30655	K06180
Breviolum30073	K03848
Breviolum70779	K10357
Breviolum99684	K09560
Breviolum38551	K00387
Breviolum47012	K23643
Breviolum57655	K03235
Breviolum269898	K24104
Breviolum48329	K11113
Breviolum166696	K10380
Breviolum304549	K18981
Breviolum25338	K13748
Breviolum307954	K12442
Breviolum389656	K02202
Breviolum9834	K00558
Breviolum343637	K09553
Breviolum4545	K05673
Breviolum87971	K25378
Breviolum43203	K02087
Breviolum387683	K01365
Breviolum206803	K02987
Breviolum63095	K11744
Breviolum33210	K00020
Breviolum50275	K01557
Breviolum388328	K01462
Breviolum48825	K07809
Breviolum87768	K15377
Breviolum407533	K09503
Breviolum95311	K01676
Breviolum88706	K02985
Breviolum233958	K22763
Breviolum264352	K01201
Breviolum240389	K10524
Breviolum69685	K04460
Breviolum81826	K05760
Breviolum343394	K23029
Breviolum311390	K11808
Breviolum70272	K23029
Breviolum69109	K06639
Breviolum45057	K08585
Breviolum169477	K10396
Breviolum237348	K09580
Breviolum265978	K12837
Breviolum50745	K06178
Breviolum387581	K06178
Breviolum304155	K13754
Breviolum233608	K03426
Breviolum40072	K05643
Breviolum6211	K05012
Breviolum268244	K09660
Breviolum28715	K10747
Breviolum18737	K01738
Breviolum6346	K13412
Breviolum168847	K09874
Breviolum384404	K02219
Breviolum307974	K05516
Breviolum56874	K01892
Breviolum58990	K02729
Breviolum2282	K05884
Breviolum53452	K07874
Breviolum350395	K05292
Breviolum310510	K01380
Breviolum7206	K20296
Breviolum205578	K17943
Breviolum21491	K05540
Breviolum349992	K13126
Breviolum306643	K00249
Breviolum84971	K06058
Breviolum2247	K00799
Breviolum344274	K03189
Breviolum85236	K04421
Breviolum18525	K01379
Breviolum343314	K24512
Breviolum309158	K06972
Breviolum62110	K04905
Breviolum185791	K02183
Breviolum50415	K02953
Breviolum386117	K10838
Breviolum165883	K03686
Breviolum306687	K22614
Breviolum166880	K13289
Breviolum83324	K25805
Breviolum412375	K00235
Breviolum89498	K00981
Breviolum389940	K07238
Breviolum277034	K02985
Breviolum19116	K01644
Breviolum83448	K05917
Breviolum383379	K13989
Breviolum303045	K23093
Breviolum273502	K00927
Breviolum68463	K11592
Breviolum62005	K04515
Breviolum74986	K01194
Breviolum303349	K13696
Breviolum69127	K04688
Breviolum190065	K12822
Breviolum364627	K02905
Breviolum343761	K18764
Breviolum348607	K02978
Breviolum411449	K04079
Breviolum36340	K01194
Breviolum68701	K01465
Breviolum94746	K06634
Breviolum388908	K12823
Breviolum380648	K21867
Breviolum99806	K10455
Breviolum226367	K23330
Breviolum227384	K10878
Breviolum68496	K10838
Breviolum49889	K00026
Breviolum95794	K22390
Breviolum169376	K22614
Breviolum230847	K19589
Breviolum168960	K06180
Breviolum73115	K01802
Breviolum17127	K12323
Breviolum390540	K10380
Breviolum93279	K20889
Breviolum304033	K24228
Breviolum72116	K07953
Breviolum79256	K12460
Breviolum69666	K00856
Breviolum25171	K22366
Breviolum93665	K11610
Breviolum33088	K21552
Breviolum62708	K24685
Breviolum176266	K24155
Breviolum165651	K05673
Breviolum99772	K12823
Breviolum268639	K20726
Breviolum94234	K03453
Breviolum32103	K03675
Breviolum63737	K10325
Breviolum51183	K04730
Breviolum27840	K02987
Breviolum86373	K05791
Breviolum85245	K13996
Breviolum230021	K03686
Breviolum268576	K11166
Breviolum180030	K25740
Breviolum389390	K00797
Breviolum88269	K06941
Breviolum304180	K12861
Breviolum22215	K14004
Breviolum74196	K24796
Breviolum389171	K18789
Breviolum7172	K10380
Breviolum309318	K14413
Breviolum265662	K21993
Breviolum209342	K18059
Breviolum28469	K01298
Breviolum8945	K00898
Breviolum85138	K17260
Breviolum94019	K13126
Breviolum62800	K19613
Breviolum50726	K02149
Breviolum395261	K01001
Breviolum406413	K01371
Breviolum75021	K15113
Breviolum87713	K10393
Breviolum383556	K05755
Breviolum89570	K13291
Breviolum68491	K04855
Breviolum387190	K00688
Breviolum26350	K15378
Breviolum98146	K10380
Breviolum69386	K03438
Breviolum33344	K13412
Breviolum31343	K13412
Breviolum174561	K01256
Breviolum57195	K17964
Breviolum330140	K02898
Breviolum303824	K08832
Breviolum78448	K01379
Breviolum170724	K13293
Breviolum74826	K15047
Breviolum242450	K10410
Breviolum269567	K26236
Breviolum356737	K25698
Breviolum269167	K25895
Breviolum385428	K19750
Breviolum206664	K00057
Breviolum210376	K09584
Breviolum385328	K05665
Breviolum213310	K02995
Breviolum8235	K08850
Breviolum31044	K04079
Breviolum81830	K03424
Breviolum266209	K01673
Breviolum68198	K11368
Breviolum208454	K01834
Breviolum50280	K01799
Breviolum269821	K10450
Breviolum92889	K00710
Breviolum22758	K08789
Breviolum82732	K09874
Breviolum49034	K09580
Breviolum28265	K03144
Breviolum383361	K01845
Breviolum206846	K03321
Breviolum8584	K06027
Breviolum98890	K00612
Breviolum274552	K19684
Breviolum390260	K17630
Breviolum47039	K04739
Breviolum9048	K12373
Breviolum305799	K00522
Breviolum187599	K07889
Breviolum60053	K10900
Breviolum231528	K03008
Breviolum9552	K10523
Breviolum94875	K11703
Breviolum311562	K08960
Breviolum69082	K17943
Breviolum61648	K04711
Breviolum51039	K03657
Breviolum343849	K02878
Breviolum49620	K24227
Breviolum62302	K23729
Breviolum32167	K23563
Breviolum17395	K12614
Breviolum236217	K04043
Breviolum82787	K01953
Breviolum89523	K12198
Breviolum266090	K25395
Breviolum348475	K02915
Breviolum33446	K05656
Breviolum70415	K17260
Breviolum345875	K04739
Breviolum64925	K14826
Breviolum303391	K11161
Breviolum173838	K14541
Breviolum99795	K04604
Breviolum209959	K00434
Breviolum31787	K18060
Breviolum394571	K02957
Breviolum98473	K03235
Breviolum32848	K02183
Breviolum68516	K10595
Breviolum70845	K06861
Breviolum307343	K02930
Breviolum215475	K03437
Breviolum81596	K22991
Breviolum16533	K04371
Breviolum180568	K12348
Breviolum173343	K10380
Breviolum88764	K19759
Breviolum384731	K06013
Breviolum51066	K25230
Breviolum6730	K10739
Breviolum82213	K05349
Breviolum306076	K00134
Breviolum62954	K03929
Breviolum50657	K15047
Breviolum228789	K10380
Breviolum211248	K10872
Breviolum367092	K23404
Breviolum304407	K01510
Breviolum226656	K14821
Breviolum59381	K02892
Breviolum383729	K10380
Breviolum28044	K24887
Breviolum229834	K01738
Breviolum271884	K10380
Breviolum91805	K14990
Breviolum304017	K23257
Breviolum306326	K22809
Breviolum27433	K01784
Breviolum266272	K01647
Breviolum394498	K03234
Breviolum50783	K11098
Breviolum99129	K09020
Breviolum351465	K03671
Breviolum304078	K11594
Breviolum50648	K14026
Breviolum89656	K10849
Breviolum51408	K24835
Breviolum186939	K10407
Breviolum83217	K08855
Breviolum92678	K12309
Breviolum19910	K17508
Breviolum32016	K07241
Breviolum70008	K25440
Breviolum34634	K06228
Breviolum70923	K00852
Breviolum307003	K19245
Breviolum190799	K14787
Breviolum384577	K14297
Breviolum26094	K25647
Breviolum363819	K10420
Breviolum180738	K10408
Breviolum359490	K02732
Breviolum2238	K22378
Breviolum35931	K00789
Breviolum39480	K06959
Breviolum348642	K00688
Breviolum205850	K03362
Breviolum32395	K08582
Breviolum343202	K00773
Breviolum346256	K07407
Breviolum90721	K08794
Breviolum82482	K00908
Breviolum20711	K10949
Breviolum349115	K22647
Breviolum228249	K06180
Breviolum59697	K11096
Breviolum51120	K01076
Breviolum386539	K25608
Breviolum267444	K17619
Breviolum91182	K00816
Breviolum389533	K02989
Breviolum42036	K09022
Breviolum82575	K10380
Breviolum227989	K10443
Breviolum79977	K14312
Breviolum31608	K19373
Breviolum96046	K03768
Breviolum91067	K14440
Breviolum226560	K00045
Breviolum361933	K01874
Breviolum385964	K18055
Breviolum956	K20029
Breviolum303336	K09502
Breviolum307491	K02087
Breviolum57146	K03327
Breviolum48932	K13291
Breviolum344316	K10380
Breviolum68666	K13291
Breviolum31414	K12440
Breviolum48792	K02150
Breviolum70526	K01634
Breviolum396270	K14440
Breviolum50680	K16749
Breviolum69971	K15537
Breviolum227008	K16292
Breviolum81450	K00432
Breviolum70599	K08997
Breviolum211786	K09503
Breviolum98408	K16345
Breviolum44499	K17560
Breviolum303289	K19998
Breviolum28175	K02964
Breviolum95186	K01381
Breviolum74158	K12272
Breviolum44144	K14721
Breviolum2195	K05906
Breviolum96933	K02984
Breviolum209304	K15270
Breviolum92787	K14290
Breviolum179628	K01404
Breviolum387284	K14297
Breviolum89622	K02437
Breviolum229471	K20279
Breviolum58290	K20300
Breviolum40689	K26077
Breviolum58739	K06928
Breviolum285525	K06942
Breviolum74289	K19704
Breviolum344958	K03800
Breviolum305220	K11594
Breviolum82604	K12348
Breviolum232685	K16466
Breviolum171394	K06188
Breviolum33833	K02518
Breviolum31267	K19882
Breviolum350859	K14835
Breviolum72764	K15262
Breviolum179850	K15667
Breviolum7960	K19603
Breviolum388705	K05884
Breviolum226798	K14648
Breviolum62527	K01724
Breviolum57841	K06070
Breviolum35928	K01555
Breviolum230484	K13412
Breviolum309185	K14440
Breviolum33135	K10407
Breviolum188698	K04604
Breviolum72178	K04739
Breviolum71182	K11968
Breviolum38615	K18478
Breviolum9141	K01881
Breviolum91673	K00147
Breviolum390576	K11434
Breviolum22801	K12623
Breviolum306147	K16726
Breviolum69491	K13293
Breviolum44785	K09493
Breviolum167065	K13275
Breviolum70021	K11366
Breviolum74948	K00344
Breviolum56216	K01875
Breviolum226832	K01179
Breviolum19966	K00434
Breviolum97024	K14674
Breviolum214478	K22857
Breviolum38553	K01915
Breviolum346884	K10406
Breviolum58600	K02900
Breviolum307067	K14944
Breviolum29019	K01768
Breviolum59035	K19755
Breviolum55799	K00412
Breviolum62923	K00799
Breviolum57646	K13412
Breviolum247238	K02880
Breviolum303772	K10407
Breviolum310471	K02183
Breviolum7443	K14855
Breviolum228963	K10408
Breviolum192397	K24795
Breviolum227993	K11426
Breviolum70717	K03259
Breviolum59994	K11276
Breviolum386239	K12823
Breviolum415485	K22182
Breviolum28047	K11838
Breviolum18957	K08994
Breviolum62739	K01682
Breviolum350446	K10799
Breviolum68816	K13291
Breviolum230647	K16292
Breviolum47306	K24927
Breviolum6553	K14944
Breviolum165113	K25378
Breviolum310034	K08292
Breviolum347915	K07936
Breviolum383588	K06496
Breviolum82040	K18798
Breviolum67294	K19572
Breviolum69883	K12888
Breviolum274658	K01802
Breviolum220421	K22614
Breviolum264494	K10380
Breviolum8845	K10398
Breviolum51356	K14411
Breviolum308777	K00472
Breviolum305335	K01382
Breviolum55435	K02881
Breviolum166952	K12460
Breviolum207878	K18849
Breviolum71575	K06693
Breviolum269242	K22745
Breviolum74188	K14571
Breviolum62058	K17086
Breviolum306318	K10770
Breviolum92126	K00432
Breviolum266650	K22686
Breviolum97337	K02295
Breviolum266880	K01183
Breviolum291368	K16465
Breviolum270634	K18932
Breviolum84003	K04078
Breviolum304683	K02739
Breviolum2804	K00471
Breviolum166322	K00710
Breviolum69812	K15015
Breviolum304644	K15738
Breviolum348543	K11068
Breviolum95095	K17065
Breviolum171742	K12430
Breviolum5438	K02112
Breviolum346264	K00472
Breviolum69712	K02889
Breviolum303639	K04739
Breviolum171403	K01537
Breviolum306108	K02865
Breviolum346630	K01491
Breviolum81125	K22763
Breviolum387966	K13800
Breviolum28366	K08151
Breviolum304435	K01784
Breviolum179210	K19525
Breviolum30299	K12132
Breviolum217100	K02942
Breviolum68964	K01802
Breviolum59884	K19029
Breviolum228939	K03695
Breviolum72575	K22763
Breviolum231762	K03514
Breviolum72458	K14769
Breviolum226742	K13941
Breviolum55092	K02006
Breviolum74610	K03281
Breviolum229782	K08844
Breviolum232015	K13412
Breviolum209475	K00287
Breviolum33253	K10808
Breviolum169178	K12580
Breviolum55091	K11295
Breviolum304160	K22614
Breviolum348863	K22685
Breviolum5265	K10380
Breviolum271993	K09578
Breviolum385672	K15015
Breviolum349009	K02639
Breviolum69290	K00413
Breviolum268622	K17681
Breviolum28197	K12867
Breviolum210996	K03687
Breviolum360486	K26236
Breviolum32556	K25378
Breviolum389158	K01928
Breviolum257825	K12625
Breviolum307718	K14026
Breviolum85951	K24770
Breviolum269216	K24512
Breviolum89985	K08292
Breviolum5566	K00412
Breviolum303881	K15296
Breviolum49565	K13412
Breviolum269640	K08794
Breviolum304125	K00696
Breviolum228603	K10165
Breviolum50046	K00464
Breviolum378419	K07936
Breviolum52793	K01811
Breviolum343532	K04718
Breviolum70989	K18643
Breviolum94133	K10396
Breviolum60007	K14379
Breviolum70719	K11717
Breviolum345473	K05542
Breviolum235622	K23900
Breviolum31493	K03386
Breviolum81455	K14206
Breviolum265728	K20889
Breviolum70917	K13210
Breviolum48384	K11885
Breviolum59853	K04515
Breviolum198896	K11857
Breviolum28345	K16914
Breviolum93537	K10478
Breviolum383219	K14944
Breviolum344882	K10457
Breviolum268650	K19750
Breviolum89811	K21971
Breviolum214344	K03231
Breviolum264701	K07560
Breviolum202945	K16462
Breviolum345038	K11162
Breviolum322883	K05292
Breviolum305110	K17267
Breviolum68796	K13291
Breviolum43346	K03637
Breviolum391247	K00927
Breviolum351886	K13615
Breviolum347440	K03686
Breviolum46545	K12872
Breviolum269067	K01686
Breviolum20391	K13412
Breviolum72594	K11416
Breviolum81438	K11751
Breviolum37464	K10391
Breviolum34796	K13126
Breviolum31374	K02708
Breviolum37378	K06180
Breviolum231879	K07407
Breviolum193860	K10300
Breviolum81205	K21989
Breviolum69930	K07305
Breviolum1713	K18995
Breviolum18149	K03424
Breviolum48805	K02877
Breviolum364816	K12399
Breviolum180458	K06269
Breviolum179827	K25553
Breviolum28460	K02925
Breviolum26476	K14963
Breviolum32015	K05849
Breviolum182857	K16531
Breviolum227734	K01006
Breviolum78515	K00163
Breviolum360313	K03234
Breviolum81344	K11412
Breviolum75296	K16726
Breviolum8643	K11982
Breviolum271632	K22763
Breviolum90171	K00264
Breviolum384581	K01365
Breviolum35170	K21456
Breviolum31653	K14379
Breviolum272988	K00626
Breviolum68587	K24392
Breviolum3501	K11426
Breviolum28005	K08794
Breviolum266733	K04371
Breviolum69422	K00615
Breviolum59929	K03424
Breviolum62561	K02471
Breviolum305819	K03145
Breviolum238828	K12876
Breviolum268599	K14560
Breviolum87333	K10746
Breviolum166141	K10408
Breviolum69962	K10380
Breviolum37281	K08738
Breviolum83049	K02886
Breviolum238832	K12403
Breviolum74477	K14415
Breviolum94674	K08994
Breviolum50905	K13523
Breviolum63605	K14841
Breviolum60994	K06180
Breviolum71087	K21993
Breviolum173453	K01365
Breviolum39281	K10807
Breviolum214021	K13345
Breviolum70959	K20027
Breviolum46174	K01693
Breviolum186557	K24764
Breviolum170071	K13412
Breviolum384068	K00710
Breviolum405478	K02915
Breviolum64440	K02706
Breviolum270244	K01611
Breviolum268669	K03327
Breviolum62642	K03978
Breviolum74741	K14638
Breviolum357295	K04459
Breviolum88939	K08796
Breviolum189829	K08582
Breviolum90068	K03798
Breviolum325752	K02936
Breviolum69863	K24509
Breviolum70466	K00231
Breviolum385215	K14638
Breviolum194698	K22614
Breviolum92533	K07376
Breviolum75011	K23741
Breviolum22905	K22614
Breviolum181469	K05692
Breviolum61911	K03767
Breviolum92692	K05292
Breviolum58885	K15734
Breviolum267496	K06891
Breviolum48851	K04515
Breviolum302792	K13720
Breviolum5303	K00306
Breviolum69226	K08794
Breviolum98671	K08860
Breviolum38193	K16890
Breviolum58757	K12855
Breviolum6207	K13412
Breviolum74240	K18272
Breviolum7552	K06178
Breviolum27895	K04421
Breviolum227354	K17943
Breviolum206297	K14709
Breviolum62187	K01208
Breviolum95014	K21421
Breviolum2269	K13412
Breviolum93121	K03097
Breviolum62837	K01076
Breviolum236447	K04043
Breviolum95239	K15631
Breviolum307048	K08203
Breviolum74534	K02032
Breviolum31633	K06188
Breviolum18924	K08829
Breviolum36697	K18649
Breviolum71149	K07115
Breviolum82241	K21064
Breviolum182048	K03164
Breviolum71090	K11848
Breviolum69915	K22182
Breviolum402271	K10380
Breviolum185390	K01537
Breviolum235983	K02989
Breviolum58702	K00274
Breviolum304742	K00991
Breviolum4014	K05275
Breviolum319591	K02471
Breviolum9186	K02503
Breviolum69313	K08292
Breviolum48819	K03686
Breviolum63648	K20876
Breviolum310445	K02931
Breviolum93581	K17535
Breviolum226722	K07390
Breviolum352729	K11323
Breviolum304536	K02867
Breviolum70961	K00710
Breviolum62867	K13985
Breviolum91509	K12823
Breviolum273308	K17619
Breviolum304131	K00033
Breviolum19584	K02355
Breviolum48601	K06997
Breviolum192291	K10592
Breviolum228567	K13108
Breviolum198827	K10450
Breviolum2722	K20216
Breviolum26875	K00645
Breviolum311030	K10390
Breviolum62324	K23200
Breviolum344417	K08582
Breviolum33008	K05692
Breviolum54466	K09640
Breviolum91603	K10859
Breviolum307249	K06180
Breviolum99553	K09602
Breviolum348527	K14165
Breviolum308428	K01056
Breviolum307176	K03696
Breviolum266865	K00645
Breviolum91282	K04460
Breviolum40033	K01908
Breviolum62598	K03438
Breviolum264094	K02440
Breviolum95081	K21440
Breviolum249994	K07342
Breviolum347064	K01953
Breviolum74483	K20872
Breviolum43376	K02936
Breviolum63510	K05692
Breviolum62415	K01802
Breviolum351308	K00816
Breviolum5117	K09935
Breviolum2252	K13126
Breviolum17213	K07304
Breviolum87640	K20279
Breviolum90826	K20181
Breviolum70164	K04852
Breviolum75064	K16302
Breviolum227175	K13207
Breviolum63482	K03665
Breviolum33392	K24743
Breviolum69425	K04955
Breviolum62460	K06990
Breviolum51845	K07874
Breviolum387194	K09503
Breviolum51238	K04891
Breviolum70125	K01874
Breviolum207585	K04487
Breviolum91528	K01939
Breviolum47853	K23424
Breviolum265476	K10799
Breviolum306879	K02690
Breviolum320146	K02708
Breviolum98870	K10277
Breviolum269725	K18798
Breviolum384499	K15255
Breviolum86371	K13026
Breviolum268631	K22684
Breviolum278634	K12160
Breviolum302920	K14815
Breviolum87803	K05794
Breviolum89778	K04688
Breviolum86229	K01802
Breviolum387675	K10686
Breviolum58409	K21198
Breviolum18770	K06188
Breviolum63074	K08994
Breviolum346113	K07517
Breviolum225873	K10380
Breviolum311902	K01081
Breviolum70876	K21919
Breviolum389543	K26157
Breviolum388006	K02993
Breviolum21564	K03762
Breviolum228134	K06188
Breviolum59840	K14792
Breviolum303705	K10799
Breviolum70200	K08844
Breviolum98229	K10380
Breviolum22992	K14326
Breviolum53447	K03885
Breviolum89237	K00326
Breviolum314443	K09166
Breviolum230343	K14396
Breviolum17898	K19041
Breviolum19782	K17725
Breviolum27147	K15275
Breviolum347911	K01230
Breviolum397402	K17783
Breviolum226072	K04523
Breviolum5602	K15699
Breviolum50871	K08292
Breviolum347738	K20870
Breviolum63136	K07766
Breviolum33319	K00943
Breviolum231387	K03512
Breviolum392484	K02997
Breviolum51264	K00688
Breviolum26872	K23437
Breviolum96147	K14457
Breviolum304934	K03246
Breviolum6524	K10380
Breviolum270527	K13202
Breviolum226356	K17506
Breviolum305590	K13755
Breviolum2836	K04771
Breviolum98536	K10840
Breviolum94189	K14326
Breviolum268934	K20295
Breviolum270764	K10380
Breviolum81738	K02835
Breviolum68875	K01402
Breviolum385183	K04482
Breviolum289390	K10392
Breviolum55926	K07126
Breviolum320759	K05665
Breviolum310147	K09538
Breviolum185232	K01251
Breviolum18951	K21440
Breviolum37489	K17506
Breviolum358007	K01621
Breviolum397957	K23555
Breviolum344836	K08150
Breviolum51305	K04954
Breviolum62437	K20291
Breviolum206703	K03457
Breviolum389535	K09571
Breviolum86437	K16462
Breviolum213642	K20893
Breviolum82281	K05592
Breviolum89925	K17943
Breviolum230094	K01759
Breviolum1866	K00545
Breviolum48585	K23490
Breviolum95774	K24706
Breviolum93990	K23994
Breviolum28362	K07893
Breviolum386541	K12608
Breviolum88590	K04855
Breviolum31918	K10380
Breviolum98834	K08153
Breviolum79579	K05794
Breviolum302689	K25395
Breviolum226804	K13412
Breviolum60097	K02974
Breviolum76296	K11974
Breviolum30890	K03686
Breviolum50203	K10860
Breviolum94180	K03593
Breviolum33711	K16175
Breviolum47768	K13151
Breviolum51792	K24205
Breviolum82668	K11088
Breviolum232405	K00939
Breviolum39687	K11971
Breviolum72079	K17822
Breviolum53417	K02364
Breviolum74652	K01711
Breviolum55143	K17499
Breviolum74792	K04986
Breviolum74789	K11253
Breviolum70572	K00079
Breviolum245265	K10380
Breviolum269597	K06176
Breviolum304574	K04908
Breviolum70745	K04460
Breviolum67269	K04515
Breviolum99146	K00387
Breviolum53518	K02693
Breviolum274382	K07874
Breviolum167731	K19526
Breviolum226977	K08059
Breviolum278021	K02433
Breviolum209758	K08906
Breviolum197111	K07374
Breviolum62873	K07241
Breviolum46143	K04628
Breviolum236515	K12896
Breviolum57466	K03676
Breviolum43463	K12599
Breviolum62476	K20843
Breviolum99475	K16744
Breviolum206781	K01208
Breviolum62497	K17592
Breviolum226373	K10380
Breviolum61825	K09515
Breviolum303019	K16602
Breviolum84899	K03353
Breviolum19518	K12823
Breviolum61895	K10860
Breviolum70754	K09773
Breviolum22530	K03249
Breviolum399513	K02879
Breviolum25987	K01772
Breviolum59562	K01379
Breviolum228753	K02355
Breviolum304924	K02865
Breviolum80873	K03868
Breviolum344757	K07300
Breviolum369077	K10355
Breviolum68592	K10523
Breviolum1716	K09554
Breviolum384984	K10400
Breviolum303528	K04840
Breviolum345367	K06978
Breviolum59579	K10716
Breviolum93427	K10884
Breviolum74181	K01276
Breviolum57908	K05592
Breviolum24289	K05849
Breviolum90482	K10380
Breviolum74432	K03164
Breviolum36657	K11163
Breviolum384182	K08193
Breviolum307210	K06207
Breviolum78026	K02150
Breviolum49050	K03564
Breviolum90688	K24759
Breviolum19215	K02930
Breviolum264392	K03676
Breviolum62378	K04043
Breviolum49267	K17892
Breviolum168899	K03068
Breviolum69301	K01208
Breviolum71051	K08869
Breviolum68309	K22763
Breviolum18136	K06948
Breviolum387981	K08287
Breviolum50308	K11165
Breviolum82074	K04892
Breviolum408452	K02516
Breviolum264693	K00026
Breviolum58508	K15920
Breviolum233146	K07759
Breviolum69881	K18584
Breviolum206168	K24286
Breviolum310231	K03362
Breviolum9126	K10798
Breviolum203821	K15664
Breviolum391004	K18643
Breviolum78316	K01379
Breviolum62258	K07240
Breviolum229702	K06180
Breviolum237434	K01835
Breviolum205649	K16726
Breviolum384050	K21440
Breviolum230966	K14803
Breviolum343036	K03283
Breviolum207059	K20823
Breviolum266682	K10455
Breviolum16784	K05389
Breviolum370998	K06269
Breviolum255142	K03234
Breviolum74113	K20028
Breviolum88128	K10768
Breviolum234790	K12733
Breviolum266814	K03762
Breviolum266758	K04794
Breviolum97004	K14553
Breviolum345865	K15042
Breviolum171262	K20718
Breviolum207140	K15422
Breviolum78390	K16576
Breviolum95699	K07376
Breviolum189648	K10380
Breviolum72399	K03797
Breviolum55187	K23438
Breviolum70605	K14950
Breviolum46266	K00472
Breviolum52282	K24510
