Orthogroup	Protein_symB	Protein_symD
OG0000214	Breviolum16748	Durusdinium34293
OG0000215	Breviolum97522	Durusdinium20334
OG0000215	Breviolum97522	Durusdinium37015
OG0000215	Breviolum97522	Durusdinium39078
OG0000215	Breviolum97522	Durusdinium38757
OG0000215	Breviolum97522	Durusdinium39420
OG0000215	Breviolum97522	Durusdinium28730
OG0000215	Breviolum97522	Durusdinium18320
OG0000215	Breviolum97522	Durusdinium33914
OG0000215	Breviolum97522	Durusdinium37131
OG0000216	Breviolum28344	Durusdinium33083
OG0000216	Breviolum28344	Durusdinium37813
OG0000216	Breviolum28344	Durusdinium5277
OG0000216	Breviolum28344	Durusdinium29894
OG0000216	Breviolum28344	Durusdinium6351
OG0000216	Breviolum28344	Durusdinium20343
OG0000216	Breviolum28344	Durusdinium34520
OG0000216	Breviolum28344	Durusdinium29267
OG0000216	Breviolum28344	Durusdinium25269
OG0000217	Breviolum74822	Durusdinium36983
OG0000217	Breviolum74822	Durusdinium33617
OG0000217	Breviolum74822	Durusdinium35484
OG0000217	Breviolum74822	Durusdinium39464
OG0000217	Breviolum74822	Durusdinium39788
OG0000217	Breviolum74822	Durusdinium39137
OG0000217	Breviolum74822	Durusdinium40544
OG0000217	Breviolum74822	Durusdinium39858
OG0000217	Breviolum74822	Durusdinium38771
OG0000221	Breviolum63375	Durusdinium25299
OG0000221	Breviolum63375	Durusdinium30450
OG0000221	Breviolum63375	Durusdinium33524
OG0000221	Breviolum57271	Durusdinium52920
OG0000221	Breviolum33588	Durusdinium31649
OG0000224	Breviolum97560	Durusdinium43313
OG0000224	Breviolum33538	Durusdinium47203
OG0000224	Breviolum268315	Durusdinium44144
OG0000225	Breviolum225886	Durusdinium41005
OG0000225	Breviolum70606	Durusdinium22621
OG0000225	Breviolum407031	Durusdinium5613
OG0000226	Breviolum264846	Durusdinium48880
OG0000226	Breviolum234810	Durusdinium17939
OG0000226	Breviolum348307	Durusdinium17939
OG0000226	Breviolum4732	Durusdinium17939
OG0000226	Breviolum68448	Durusdinium17939
OG0000226	Breviolum344910	Durusdinium17939
OG0000226	Breviolum195509	Durusdinium17939
OG0000227	Breviolum345268	Durusdinium622
OG0000227	Breviolum304441	Durusdinium125
OG0000227	Breviolum304441	Durusdinium3800
OG0000227	Breviolum304441	Durusdinium16099
OG0000227	Breviolum304441	Durusdinium23822
OG0000227	Breviolum304441	Durusdinium1819
OG0000227	Breviolum304441	Durusdinium51817
OG0000228	Breviolum208799	Durusdinium49216
OG0000228	Breviolum98998	Durusdinium17188
OG0000228	Breviolum69559	Durusdinium36156
OG0000228	Breviolum69559	Durusdinium26399
OG0000229	Breviolum271191	Durusdinium26454
OG0000229	Breviolum345166	Durusdinium40810
OG0000229	Breviolum345166	Durusdinium41196
OG0000229	Breviolum29143	Durusdinium9166
OG0000230	Breviolum388457	Durusdinium2623
OG0000230	Breviolum60120	Durusdinium4648
OG0000230	Breviolum272485	Durusdinium23955
OG0000232	Breviolum2714	Durusdinium4968
OG0000232	Breviolum7170	Durusdinium34061
OG0000232	Breviolum70022	Durusdinium34061
OG0000232	Breviolum213286	Durusdinium34061
OG0000232	Breviolum310153	Durusdinium34061
OG0000232	Breviolum34313	Durusdinium34061
OG0000232	Breviolum207775	Durusdinium34061
OG0000233	Breviolum195016	Durusdinium37200
OG0000233	Breviolum5535	Durusdinium40461
OG0000233	Breviolum21725	Durusdinium55478
OG0000234	Breviolum31850	Durusdinium21757
OG0000234	Breviolum264693	Durusdinium48945
OG0000234	Breviolum79080	Durusdinium49816
OG0000234	Breviolum79080	Durusdinium55423
OG0000234	Breviolum79080	Durusdinium21676
OG0000235	Breviolum190657	Durusdinium41021
OG0000235	Breviolum197886	Durusdinium41021
OG0000235	Breviolum201087	Durusdinium41021
OG0000235	Breviolum203691	Durusdinium41021
OG0000235	Breviolum181200	Durusdinium41021
OG0000235	Breviolum47611	Durusdinium41021
OG0000235	Breviolum171760	Durusdinium41021
OG0000235	Breviolum198071	Durusdinium41021
OG0000236	Breviolum69371	Durusdinium40933
OG0000236	Breviolum48377	Durusdinium41053
OG0000236	Breviolum51133	Durusdinium40972
OG0000237	Breviolum271752	Durusdinium52582
OG0000237	Breviolum70559	Durusdinium7032
OG0000237	Breviolum82436	Durusdinium42806
OG0000237	Breviolum82436	Durusdinium41781
OG0000237	Breviolum82436	Durusdinium4352
OG0000238	Breviolum306278	Durusdinium11982
OG0000238	Breviolum18907	Durusdinium1942
OG0000238	Breviolum227269	Durusdinium12768
OG0000238	Breviolum227269	Durusdinium13126
OG0000239	Breviolum97299	Durusdinium41020
OG0000239	Breviolum34444	Durusdinium41020
OG0000239	Breviolum48591	Durusdinium41020
OG0000239	Breviolum28835	Durusdinium41020
OG0000239	Breviolum351083	Durusdinium41020
OG0000239	Breviolum345111	Durusdinium41020
OG0000239	Breviolum48611	Durusdinium41020
OG0000239	Breviolum90559	Durusdinium41020
OG0000240	Breviolum69520	Durusdinium35737
OG0000240	Breviolum74729	Durusdinium29331
OG0000240	Breviolum85253	Durusdinium39018
OG0000241	Breviolum344936	Durusdinium29639
OG0000241	Breviolum303427	Durusdinium32127
OG0000241	Breviolum303427	Durusdinium577
OG0000241	Breviolum68461	Durusdinium27943
OG0000241	Breviolum68461	Durusdinium33820
OG0000242	Breviolum384341	Durusdinium8130
OG0000242	Breviolum393117	Durusdinium28190
OG0000242	Breviolum22758	Durusdinium35338
OG0000242	Breviolum182298	Durusdinium35338
OG0000242	Breviolum89778	Durusdinium38787
OG0000243	Breviolum90325	Durusdinium35235
OG0000243	Breviolum90325	Durusdinium32404
OG0000243	Breviolum90325	Durusdinium31852
OG0000243	Breviolum90325	Durusdinium19285
OG0000243	Breviolum345355	Durusdinium20133
OG0000243	Breviolum32563	Durusdinium37019
OG0000244	Breviolum268403	Durusdinium34076
OG0000244	Breviolum227483	Durusdinium33680
OG0000244	Breviolum81344	Durusdinium10251
OG0000244	Breviolum81344	Durusdinium39296
OG0000244	Breviolum81344	Durusdinium37046
OG0000244	Breviolum81344	Durusdinium28426
OG0000245	Breviolum68657	Durusdinium23881
OG0000245	Breviolum235912	Durusdinium17368
OG0000245	Breviolum267077	Durusdinium17368
OG0000245	Breviolum94018	Durusdinium17368
OG0000245	Breviolum226135	Durusdinium17368
OG0000245	Breviolum53937	Durusdinium17368
OG0000245	Breviolum235912	Durusdinium22024
OG0000245	Breviolum267077	Durusdinium22024
OG0000245	Breviolum94018	Durusdinium22024
OG0000245	Breviolum226135	Durusdinium22024
OG0000245	Breviolum53937	Durusdinium22024
OG0000246	Breviolum230004	Durusdinium23381
OG0000246	Breviolum4193	Durusdinium23381
OG0000246	Breviolum87594	Durusdinium25110
OG0000246	Breviolum87594	Durusdinium24990
OG0000246	Breviolum394244	Durusdinium35180
OG0000246	Breviolum394244	Durusdinium52672
OG0000247	Breviolum57695	Durusdinium31274
OG0000247	Breviolum69846	Durusdinium40358
OG0000247	Breviolum62561	Durusdinium46937
OG0000247	Breviolum62561	Durusdinium23863
OG0000248	Breviolum179223	Durusdinium6967
OG0000248	Breviolum31788	Durusdinium6647
OG0000248	Breviolum303752	Durusdinium19631
OG0000249	Breviolum82314	Durusdinium11897
OG0000249	Breviolum310963	Durusdinium42042
OG0000249	Breviolum268138	Durusdinium23565
OG0000249	Breviolum268138	Durusdinium32424
OG0000251	Breviolum26559	Durusdinium41180
OG0000251	Breviolum207392	Durusdinium39673
OG0000251	Breviolum265929	Durusdinium39673
OG0000251	Breviolum400464	Durusdinium48542
OG0000251	Breviolum400464	Durusdinium35534
OG0000252	Breviolum95702	Durusdinium49199
OG0000252	Breviolum394471	Durusdinium29425
OG0000252	Breviolum4594	Durusdinium29425
OG0000252	Breviolum394471	Durusdinium6164
OG0000252	Breviolum4594	Durusdinium6164
OG0000252	Breviolum394471	Durusdinium37960
OG0000252	Breviolum4594	Durusdinium37960
OG0000252	Breviolum394471	Durusdinium37079
OG0000252	Breviolum4594	Durusdinium37079
OG0000252	Breviolum394471	Durusdinium36513
OG0000252	Breviolum4594	Durusdinium36513
OG0000253	Breviolum385751	Durusdinium51985
OG0000253	Breviolum61964	Durusdinium51985
OG0000253	Breviolum50742	Durusdinium51985
OG0000253	Breviolum234619	Durusdinium51985
OG0000253	Breviolum31954	Durusdinium51985
OG0000253	Breviolum315488	Durusdinium51985
OG0000253	Breviolum57595	Durusdinium51985
OG0000253	Breviolum85204	Durusdinium51985
OG0000254	Breviolum68177	Durusdinium21693
OG0000254	Breviolum68177	Durusdinium25789
OG0000254	Breviolum68177	Durusdinium51042
OG0000254	Breviolum68177	Durusdinium10250
OG0000254	Breviolum68177	Durusdinium55434
OG0000254	Breviolum68177	Durusdinium51145
OG0000254	Breviolum68177	Durusdinium15121
OG0000254	Breviolum68177	Durusdinium48618
OG0000255	Breviolum88780	Durusdinium36498
OG0000255	Breviolum88780	Durusdinium39006
OG0000255	Breviolum74407	Durusdinium15107
OG0000255	Breviolum74407	Durusdinium26958
OG0000255	Breviolum74407	Durusdinium357
OG0000255	Breviolum74407	Durusdinium39653
OG0000255	Breviolum74407	Durusdinium35675
OG0000256	Breviolum67269	Durusdinium31198
OG0000256	Breviolum69226	Durusdinium40742
OG0000256	Breviolum69226	Durusdinium43737
OG0000256	Breviolum69226	Durusdinium5033
OG0000256	Breviolum69226	Durusdinium32325
OG0000256	Breviolum58786	Durusdinium40737
OG0000257	Breviolum82787	Durusdinium34444
OG0000257	Breviolum231850	Durusdinium26950
OG0000257	Breviolum58661	Durusdinium13256
OG0000257	Breviolum58661	Durusdinium9092
OG0000257	Breviolum58661	Durusdinium24851
OG0000258	Breviolum183839	Durusdinium41229
OG0000258	Breviolum63822	Durusdinium41229
OG0000258	Breviolum2248	Durusdinium37577
OG0000258	Breviolum48258	Durusdinium36844
OG0000259	Breviolum31787	Durusdinium27117
OG0000259	Breviolum174799	Durusdinium29088
OG0000259	Breviolum174799	Durusdinium31138
OG0000259	Breviolum174799	Durusdinium14056
OG0000259	Breviolum174799	Durusdinium23053
OG0000259	Breviolum174799	Durusdinium9994
OG0000259	Breviolum174799	Durusdinium24943
OG0000260	Breviolum244599	Durusdinium37138
OG0000260	Breviolum70710	Durusdinium29821
OG0000260	Breviolum343966	Durusdinium29821
OG0000260	Breviolum69695	Durusdinium55626
OG0000261	Breviolum306326	Durusdinium113
OG0000261	Breviolum68703	Durusdinium41141
OG0000261	Breviolum165816	Durusdinium27032
OG0000261	Breviolum165816	Durusdinium37682
OG0000261	Breviolum165816	Durusdinium36410
OG0000262	Breviolum70968	Durusdinium35122
OG0000262	Breviolum70968	Durusdinium43091
OG0000262	Breviolum70968	Durusdinium31942
OG0000262	Breviolum70968	Durusdinium37973
OG0000262	Breviolum70968	Durusdinium15753
OG0000262	Breviolum70968	Durusdinium29538
OG0000262	Breviolum70968	Durusdinium25143
OG0000262	Breviolum70968	Durusdinium22570
OG0000263	Breviolum236186	Durusdinium33926
OG0000263	Breviolum236186	Durusdinium7662
OG0000263	Breviolum34425	Durusdinium23814
OG0000263	Breviolum74834	Durusdinium23814
OG0000263	Breviolum67467	Durusdinium31228
OG0000263	Breviolum67467	Durusdinium44299
OG0000264	Breviolum30025	Durusdinium5439
OG0000264	Breviolum30025	Durusdinium32227
OG0000264	Breviolum30025	Durusdinium27933
OG0000264	Breviolum30025	Durusdinium28263
OG0000264	Breviolum30025	Durusdinium21579
OG0000264	Breviolum30025	Durusdinium530
OG0000264	Breviolum30025	Durusdinium22605
OG0000264	Breviolum30025	Durusdinium54988
OG0000265	Breviolum353006	Durusdinium6672
OG0000265	Breviolum32782	Durusdinium49015
OG0000265	Breviolum68399	Durusdinium52123
OG0000266	Breviolum364775	Durusdinium26514
OG0000266	Breviolum264352	Durusdinium32466
OG0000266	Breviolum264352	Durusdinium15614
OG0000266	Breviolum206813	Durusdinium18302
OG0000266	Breviolum206813	Durusdinium39950
OG0000267	Breviolum264115	Durusdinium8835
OG0000267	Breviolum49464	Durusdinium32299
OG0000267	Breviolum49464	Durusdinium17347
OG0000267	Breviolum49464	Durusdinium37321
OG0000267	Breviolum49464	Durusdinium35106
OG0000267	Breviolum49464	Durusdinium51802
OG0000267	Breviolum49464	Durusdinium41589
OG0000272	Breviolum51717	Durusdinium32239
OG0000272	Breviolum23895	Durusdinium28516
OG0000272	Breviolum68898	Durusdinium31575
OG0000272	Breviolum384107	Durusdinium43176
OG0000273	Breviolum4315	Durusdinium35850
OG0000273	Breviolum346620	Durusdinium32714
OG0000273	Breviolum74113	Durusdinium32714
OG0000273	Breviolum33842	Durusdinium32714
OG0000273	Breviolum381029	Durusdinium32714
OG0000273	Breviolum4908	Durusdinium32714
OG0000274	Breviolum383824	Durusdinium37771
OG0000274	Breviolum82489	Durusdinium23827
OG0000274	Breviolum195598	Durusdinium4189
OG0000274	Breviolum49976	Durusdinium31241
OG0000275	Breviolum411449	Durusdinium38018
OG0000275	Breviolum279926	Durusdinium38018
OG0000275	Breviolum396985	Durusdinium38018
OG0000275	Breviolum18975	Durusdinium38018
OG0000275	Breviolum31044	Durusdinium38018
OG0000275	Breviolum314983	Durusdinium38018
OG0000275	Breviolum9923	Durusdinium38018
OG0000277	Breviolum53452	Durusdinium23301
OG0000277	Breviolum384167	Durusdinium32151
OG0000277	Breviolum39870	Durusdinium32151
OG0000277	Breviolum274382	Durusdinium46764
OG0000277	Breviolum93658	Durusdinium46764
OG0000278	Breviolum74835	Durusdinium44505
OG0000278	Breviolum47555	Durusdinium15374
OG0000278	Breviolum47555	Durusdinium33678
OG0000278	Breviolum47555	Durusdinium28489
OG0000278	Breviolum47555	Durusdinium23311
OG0000278	Breviolum47555	Durusdinium7680
OG0000279	Breviolum69936	Durusdinium7931
OG0000279	Breviolum399431	Durusdinium25481
OG0000279	Breviolum208486	Durusdinium25481
OG0000279	Breviolum89154	Durusdinium25481
OG0000279	Breviolum399431	Durusdinium36014
OG0000279	Breviolum208486	Durusdinium36014
OG0000279	Breviolum89154	Durusdinium36014
OG0000279	Breviolum399431	Durusdinium37956
OG0000279	Breviolum208486	Durusdinium37956
OG0000279	Breviolum89154	Durusdinium37956
OG0000280	Breviolum71156	Durusdinium41339
OG0000280	Breviolum191465	Durusdinium41339
OG0000280	Breviolum88287	Durusdinium41339
OG0000280	Breviolum71156	Durusdinium40268
OG0000280	Breviolum191465	Durusdinium40268
OG0000280	Breviolum88287	Durusdinium40268
OG0000280	Breviolum71156	Durusdinium40024
OG0000280	Breviolum191465	Durusdinium40024
OG0000280	Breviolum88287	Durusdinium40024
OG0000280	Breviolum71156	Durusdinium41259
OG0000280	Breviolum191465	Durusdinium41259
OG0000280	Breviolum88287	Durusdinium41259
OG0000280	Breviolum71156	Durusdinium40308
OG0000280	Breviolum191465	Durusdinium40308
OG0000280	Breviolum88287	Durusdinium40308
OG0000281	Breviolum265227	Durusdinium35366
OG0000281	Breviolum59364	Durusdinium31215
OG0000281	Breviolum264608	Durusdinium38522
OG0000281	Breviolum18875	Durusdinium32939
OG0000282	Breviolum235998	Durusdinium9785
OG0000282	Breviolum388298	Durusdinium53597
OG0000282	Breviolum305614	Durusdinium27831
OG0000282	Breviolum405538	Durusdinium4670
OG0000283	Breviolum270071	Durusdinium54476
OG0000283	Breviolum169703	Durusdinium38277
OG0000283	Breviolum182576	Durusdinium39526
OG0000283	Breviolum182576	Durusdinium32223
OG0000283	Breviolum182576	Durusdinium23199
OG0000284	Breviolum99004	Durusdinium32410
OG0000284	Breviolum8459	Durusdinium32410
OG0000284	Breviolum4057	Durusdinium32410
OG0000284	Breviolum273542	Durusdinium32410
OG0000284	Breviolum79092	Durusdinium32410
OG0000284	Breviolum31637	Durusdinium32410
OG0000284	Breviolum393206	Durusdinium32410
OG0000285	Breviolum62331	Durusdinium37962
OG0000285	Breviolum83272	Durusdinium38467
OG0000285	Breviolum83272	Durusdinium36303
OG0000285	Breviolum83272	Durusdinium29519
OG0000285	Breviolum70694	Durusdinium31722
OG0000286	Breviolum50415	Durusdinium32670
OG0000286	Breviolum287367	Durusdinium32670
OG0000286	Breviolum320750	Durusdinium32670
OG0000286	Breviolum268338	Durusdinium32670
OG0000286	Breviolum269810	Durusdinium32670
OG0000286	Breviolum6667	Durusdinium32670
OG0000286	Breviolum95065	Durusdinium32670
OG0000287	Breviolum314662	Durusdinium23129
OG0000287	Breviolum38998	Durusdinium20432
OG0000287	Breviolum70999	Durusdinium31903
OG0000288	Breviolum180798	Durusdinium12847
OG0000288	Breviolum180798	Durusdinium38929
OG0000288	Breviolum180798	Durusdinium33176
OG0000288	Breviolum180798	Durusdinium23850
OG0000288	Breviolum180798	Durusdinium34292
OG0000288	Breviolum180798	Durusdinium37564
OG0000288	Breviolum180798	Durusdinium34666
OG0000290	Breviolum303153	Durusdinium41042
OG0000290	Breviolum194952	Durusdinium41042
OG0000290	Breviolum302705	Durusdinium41042
OG0000290	Breviolum179828	Durusdinium41042
OG0000290	Breviolum188471	Durusdinium41042
OG0000290	Breviolum209182	Durusdinium41042
OG0000290	Breviolum199976	Durusdinium41042
OG0000291	Breviolum61876	Durusdinium32315
OG0000291	Breviolum51277	Durusdinium39467
OG0000291	Breviolum70459	Durusdinium24925
OG0000291	Breviolum207098	Durusdinium10761
OG0000292	Breviolum268586	Durusdinium17492
OG0000292	Breviolum185534	Durusdinium3836
OG0000292	Breviolum185534	Durusdinium41182
OG0000292	Breviolum6759	Durusdinium30014
OG0000293	Breviolum209591	Durusdinium11211
OG0000293	Breviolum403060	Durusdinium29839
OG0000293	Breviolum348607	Durusdinium29839
OG0000293	Breviolum280845	Durusdinium29839
OG0000293	Breviolum24947	Durusdinium29839
OG0000293	Breviolum16918	Durusdinium29839
OG0000294	Breviolum47548	Durusdinium30174
OG0000294	Breviolum93796	Durusdinium29157
OG0000294	Breviolum32355	Durusdinium31143
OG0000294	Breviolum32355	Durusdinium35814
OG0000296	Breviolum6355	Durusdinium2562
OG0000296	Breviolum6355	Durusdinium39260
OG0000296	Breviolum6355	Durusdinium33369
OG0000296	Breviolum6355	Durusdinium36607
OG0000296	Breviolum6355	Durusdinium303
OG0000296	Breviolum6355	Durusdinium34214
OG0000296	Breviolum6355	Durusdinium16472
OG0000298	Breviolum176500	Durusdinium40789
OG0000298	Breviolum246342	Durusdinium40789
OG0000298	Breviolum32295	Durusdinium42976
OG0000298	Breviolum232533	Durusdinium36788
OG0000298	Breviolum232533	Durusdinium28248
OG0000299	Breviolum171643	Durusdinium41293
OG0000299	Breviolum2623	Durusdinium12337
OG0000299	Breviolum5256	Durusdinium38160
OG0000299	Breviolum98257	Durusdinium38160
OG0000299	Breviolum311057	Durusdinium38160
OG0000300	Breviolum219354	Durusdinium40338
OG0000300	Breviolum270162	Durusdinium49204
OG0000300	Breviolum232441	Durusdinium6843
OG0000301	Breviolum49025	Durusdinium20967
OG0000301	Breviolum50987	Durusdinium21585
OG0000301	Breviolum345198	Durusdinium55938
OG0000302	Breviolum371107	Durusdinium41241
OG0000302	Breviolum32185	Durusdinium30383
OG0000302	Breviolum53516	Durusdinium30383
OG0000302	Breviolum202482	Durusdinium29809
OG0000303	Breviolum63837	Durusdinium5417
OG0000303	Breviolum271753	Durusdinium42830
OG0000303	Breviolum384123	Durusdinium30606
OG0000303	Breviolum47934	Durusdinium30606
OG0000303	Breviolum384123	Durusdinium37585
OG0000303	Breviolum47934	Durusdinium37585
OG0000304	Breviolum233496	Durusdinium23654
OG0000304	Breviolum303487	Durusdinium18262
OG0000304	Breviolum303487	Durusdinium18941
OG0000304	Breviolum303487	Durusdinium36500
OG0000304	Breviolum303487	Durusdinium37794
OG0000304	Breviolum303487	Durusdinium22841
OG0000305	Breviolum392995	Durusdinium39933
OG0000305	Breviolum62200	Durusdinium7583
OG0000305	Breviolum168442	Durusdinium11784
OG0000305	Breviolum81215	Durusdinium18173
OG0000306	Breviolum196656	Durusdinium39478
OG0000306	Breviolum196656	Durusdinium38584
OG0000306	Breviolum196656	Durusdinium35135
OG0000306	Breviolum196656	Durusdinium37958
OG0000306	Breviolum196656	Durusdinium40805
OG0000306	Breviolum196656	Durusdinium40434
OG0000306	Breviolum196656	Durusdinium37348
OG0000307	Breviolum386177	Durusdinium19303
OG0000307	Breviolum394450	Durusdinium40144
OG0000307	Breviolum308442	Durusdinium40724
OG0000307	Breviolum308442	Durusdinium11528
OG0000307	Breviolum308442	Durusdinium34833
OG0000309	Breviolum89223	Durusdinium39520
OG0000309	Breviolum48840	Durusdinium15318
OG0000309	Breviolum48840	Durusdinium35893
OG0000309	Breviolum48840	Durusdinium41996
OG0000309	Breviolum48840	Durusdinium6886
OG0000309	Breviolum48840	Durusdinium49030
OG0000310	Breviolum20955	Durusdinium37254
OG0000310	Breviolum99528	Durusdinium37254
OG0000310	Breviolum211359	Durusdinium37254
OG0000310	Breviolum308508	Durusdinium37254
OG0000310	Breviolum234030	Durusdinium37254
OG0000310	Breviolum394571	Durusdinium37254
OG0000310	Breviolum410266	Durusdinium37254
OG0000311	Breviolum5472	Durusdinium33398
OG0000311	Breviolum345693	Durusdinium30039
OG0000311	Breviolum233089	Durusdinium29749
OG0000311	Breviolum51608	Durusdinium33343
OG0000312	Breviolum177380	Durusdinium20578
OG0000312	Breviolum186218	Durusdinium22758
OG0000312	Breviolum186218	Durusdinium32453
OG0000312	Breviolum186218	Durusdinium29710
OG0000312	Breviolum186218	Durusdinium32854
OG0000312	Breviolum186218	Durusdinium32718
OG0000313	Breviolum171605	Durusdinium38666
OG0000313	Breviolum182442	Durusdinium28983
OG0000313	Breviolum182442	Durusdinium38169
OG0000313	Breviolum182442	Durusdinium41379
OG0000313	Breviolum323248	Durusdinium45971
OG0000314	Breviolum229608	Durusdinium19823
OG0000314	Breviolum229608	Durusdinium35217
OG0000314	Breviolum229608	Durusdinium25787
OG0000314	Breviolum229608	Durusdinium13447
OG0000314	Breviolum229608	Durusdinium30209
OG0000314	Breviolum229608	Durusdinium38309
OG0000314	Breviolum229608	Durusdinium26946
OG0000315	Breviolum178639	Durusdinium38248
OG0000315	Breviolum197134	Durusdinium3170
OG0000315	Breviolum410810	Durusdinium3170
OG0000315	Breviolum186674	Durusdinium3170
OG0000315	Breviolum179944	Durusdinium3170
OG0000315	Breviolum301217	Durusdinium3170
OG0000316	Breviolum9137	Durusdinium19531
OG0000316	Breviolum57319	Durusdinium9138
OG0000316	Breviolum385601	Durusdinium29732
OG0000316	Breviolum385601	Durusdinium7033
OG0000316	Breviolum385601	Durusdinium15231
OG0000317	Breviolum229843	Durusdinium54767
OG0000317	Breviolum205855	Durusdinium49349
OG0000317	Breviolum205855	Durusdinium13548
OG0000317	Breviolum205855	Durusdinium34616
OG0000317	Breviolum205855	Durusdinium49296
OG0000317	Breviolum205855	Durusdinium14823
OG0000318	Breviolum28770	Durusdinium39525
OG0000318	Breviolum364709	Durusdinium10234
OG0000318	Breviolum280408	Durusdinium10234
OG0000318	Breviolum94081	Durusdinium10234
OG0000318	Breviolum174818	Durusdinium10234
OG0000318	Breviolum62497	Durusdinium10234
OG0000319	Breviolum264848	Durusdinium4088
OG0000319	Breviolum385543	Durusdinium48976
OG0000319	Breviolum274639	Durusdinium48096
OG0000319	Breviolum266544	Durusdinium9367
OG0000320	Breviolum34796	Durusdinium40182
OG0000320	Breviolum268241	Durusdinium20050
OG0000320	Breviolum6457	Durusdinium40258
OG0000321	Breviolum70577	Durusdinium17043
OG0000321	Breviolum87936	Durusdinium54388
OG0000321	Breviolum91593	Durusdinium25169
OG0000321	Breviolum348061	Durusdinium25169
OG0000321	Breviolum91593	Durusdinium453
OG0000321	Breviolum348061	Durusdinium453
OG0000322	Breviolum58660	Durusdinium32972
OG0000322	Breviolum49314	Durusdinium44392
OG0000322	Breviolum61911	Durusdinium44392
OG0000322	Breviolum283467	Durusdinium44392
OG0000322	Breviolum23142	Durusdinium44392
OG0000322	Breviolum43890	Durusdinium44392
OG0000323	Breviolum43463	Durusdinium36118
OG0000323	Breviolum400712	Durusdinium48980
OG0000323	Breviolum264234	Durusdinium48980
OG0000323	Breviolum380889	Durusdinium48980
OG0000323	Breviolum393491	Durusdinium48980
OG0000323	Breviolum190498	Durusdinium48980
OG0000324	Breviolum394311	Durusdinium35359
OG0000324	Breviolum371372	Durusdinium35359
OG0000324	Breviolum190745	Durusdinium33337
OG0000324	Breviolum194630	Durusdinium33337
OG0000324	Breviolum190745	Durusdinium40941
OG0000324	Breviolum194630	Durusdinium40941
OG0000324	Breviolum190745	Durusdinium11678
OG0000324	Breviolum194630	Durusdinium11678
OG0000325	Breviolum89754	Durusdinium19744
OG0000325	Breviolum410270	Durusdinium49811
OG0000325	Breviolum88672	Durusdinium49811
OG0000325	Breviolum181535	Durusdinium18106
OG0000325	Breviolum181535	Durusdinium39771
OG0000326	Breviolum70119	Durusdinium54740
OG0000326	Breviolum49744	Durusdinium36952
OG0000326	Breviolum49744	Durusdinium43324
OG0000326	Breviolum59037	Durusdinium10343
OG0000326	Breviolum28005	Durusdinium10343
OG0000327	Breviolum188231	Durusdinium34597
OG0000327	Breviolum227888	Durusdinium1632
OG0000327	Breviolum55500	Durusdinium1632
OG0000327	Breviolum33152	Durusdinium1632
OG0000327	Breviolum71135	Durusdinium1632
OG0000327	Breviolum267232	Durusdinium1632
OG0000328	Breviolum383220	Durusdinium34290
OG0000328	Breviolum224681	Durusdinium4026
OG0000328	Breviolum72554	Durusdinium16320
OG0000329	Breviolum18101	Durusdinium24174
OG0000329	Breviolum18101	Durusdinium9436
OG0000329	Breviolum245900	Durusdinium47601
OG0000329	Breviolum26476	Durusdinium7408
OG0000329	Breviolum70929	Durusdinium7408
OG0000330	Breviolum52500	Durusdinium16663
OG0000330	Breviolum388010	Durusdinium15885
OG0000330	Breviolum388010	Durusdinium43661
OG0000330	Breviolum388010	Durusdinium19094
OG0000330	Breviolum388010	Durusdinium7617
OG0000330	Breviolum388010	Durusdinium49288
OG0000331	Breviolum304574	Durusdinium27250
OG0000331	Breviolum207553	Durusdinium46210
OG0000331	Breviolum207553	Durusdinium32519
OG0000331	Breviolum207553	Durusdinium31248
OG0000331	Breviolum207553	Durusdinium46026
OG0000331	Breviolum207553	Durusdinium46380
OG0000332	Breviolum351885	Durusdinium41211
OG0000332	Breviolum386016	Durusdinium38323
OG0000332	Breviolum322179	Durusdinium23766
OG0000332	Breviolum215112	Durusdinium23766
OG0000333	Breviolum78481	Durusdinium26250
OG0000333	Breviolum165431	Durusdinium41085
OG0000333	Breviolum382827	Durusdinium9852
OG0000334	Breviolum192501	Durusdinium40921
OG0000334	Breviolum345097	Durusdinium41417
OG0000334	Breviolum345097	Durusdinium40195
OG0000334	Breviolum345097	Durusdinium41203
OG0000334	Breviolum345097	Durusdinium33015
OG0000334	Breviolum345097	Durusdinium37688
OG0000335	Breviolum4545	Durusdinium35904
OG0000335	Breviolum194396	Durusdinium25947
OG0000335	Breviolum20774	Durusdinium24431
OG0000335	Breviolum20774	Durusdinium39897
OG0000335	Breviolum20774	Durusdinium36804
OG0000336	Breviolum54831	Durusdinium37800
OG0000336	Breviolum70676	Durusdinium42905
OG0000336	Breviolum69299	Durusdinium35757
OG0000336	Breviolum69299	Durusdinium30211
OG0000336	Breviolum69299	Durusdinium38390
OG0000337	Breviolum259680	Durusdinium5806
OG0000337	Breviolum311472	Durusdinium46917
OG0000337	Breviolum67341	Durusdinium46917
OG0000337	Breviolum351032	Durusdinium46917
OG0000337	Breviolum311472	Durusdinium9696
OG0000337	Breviolum67341	Durusdinium9696
OG0000337	Breviolum351032	Durusdinium9696
OG0000337	Breviolum311472	Durusdinium1080
OG0000337	Breviolum67341	Durusdinium1080
OG0000337	Breviolum351032	Durusdinium1080
OG0000338	Breviolum228753	Durusdinium37542
OG0000338	Breviolum68246	Durusdinium37542
