OG0001069	Breviolum27316	K02935
OG0003280	Breviolum320991	K21456
OG0005949	Breviolum523574	K13354
OG0006505	Breviolum56890	K13696
OG0002629	Breviolum543353	K04097
OG0002508	Breviolum134236	K04097
OG0001780	Breviolum97421	K05330
OG0001183	Breviolum849228	K11086
OG0003110	Breviolum306567	K10799
OG0002311	Breviolum871827	K04421
OG0008469	Breviolum212425	K08739
OG0002741	Breviolum304564	K00898
OG0009956	Breviolum204424	K10860
OG0000937	Breviolum637934	K09458
OG0007218	Breviolum294027	K20715
OG0007924	Breviolum152569	K08884
OG0002629	Breviolum467443	K04097
OG0000400	Breviolum602451	K14411
OG0006412	Breviolum541449	K09592
OG0003679	Breviolum4006	K25458
OG0000947	Breviolum267541	K14165
OG0003927	Breviolum225346	K13431
OG0000015	Breviolum191047	K12823
OG0007267	Breviolum57833	K12460
OG0000015	Breviolum891344	K12823
OG0001970	Breviolum1054	K16602
OG0004505	Breviolum272994	K11170
OG0000550	Breviolum777845	K01369
OG0005381	Breviolum841572	K25164
OG0001893	Breviolum6778	K01265
OG0000916	Breviolum238898	K17065
OG0008561	Breviolum384672	K13126
OG0002256	Breviolum557092	K01868
OG0006656	Breviolum74669	K23727
OG0004071	Breviolum98691	K17839
OG0000030	Breviolum772838	K04079
OG0000464	Breviolum527887	K14297
OG0000784	Breviolum415140	K22390
OG0001038	Breviolum37429	K07407
OG0005038	Breviolum379486	K22614
OG0000067	Breviolum37666	K04345
OG0002143	Breviolum307500	K14454
OG0007278	Breviolum264499	K19029
OG0002109	Breviolum819644	K02349
OG0001533	Breviolum185683	K14165
OG0000604	Breviolum272508	K20416
OG0001175	Breviolum702000	K13412
OG0002686	Breviolum289313	K01759
OG0003303	Breviolum265560	K06180
OG0000307	Breviolum621394	K02891
OG0001315	Breviolum15282	K00821
OG0008710	Breviolum258376	K03695
OG0002747	Breviolum269969	K15110
OG0006836	Breviolum164976	K11264
OG0000148	Breviolum390366	K05643
OG0008913	Breviolum687891	K12348
OG0003344	Breviolum99343	K01895
OG0000717	Breviolum169066	K02704
OG0008300	Breviolum187058	K22378
OG0000382	Breviolum459206	K15402
OG0001447	Breviolum160579	K00163
OG0000169	Breviolum730354	K11204
OG0007868	Breviolum58851	K03417
OG0002371	Breviolum339556	K03857
OG0000438	Breviolum187180	K00545
OG0000840	Breviolum683933	K17500
OG0000549	Breviolum465698	K04459
OG0000487	Breviolum148749	K03885
OG0002723	Breviolum185052	K05986
OG0009393	Breviolum130978	K04840
OG0000789	Breviolum822446	K03263
OG0006861	Breviolum526837	K10838
OG0004373	Breviolum8305	K14996
OG0006316	Breviolum270560	K22647
OG0008718	Breviolum191123	K00476
OG0004208	Breviolum602282	K03438
OG0000349	Breviolum760865	K14376
OG0008003	Breviolum256245	K08745
OG0006884	Breviolum292140	K11839
OG0002264	Breviolum39264	K07376
OG0003457	Breviolum94955	K01890
OG0003068	Breviolum689703	K17499
OG0003818	Breviolum319052	K06639
OG0000008	Breviolum408061	K25805
OG0003376	Breviolum79306	K00294
OG0005534	Breviolum418189	K08582
OG0003924	Breviolum192576	K20198
OG0003700	Breviolum396907	K02947
OG0000557	Breviolum404416	K02936
OG0005072	Breviolum842756	K11162
OG0004331	Breviolum280861	K01517
OG0009871	Breviolum424236	K16818
OG0003422	Breviolum851205	K24796
OG0000504	Breviolum20699	K09553
OG0008364	Breviolum72911	K04885
OG0006666	Breviolum525998	K23257
OG0000610	Breviolum217836	K06619
OG0006356	Breviolum322992	K14556
OG0003275	Breviolum199122	K03596
OG0001080	Breviolum767854	K06627
OG0009688	Breviolum312984	K10455
OG0006746	Breviolum212686	K03447
OG0000011	Breviolum207138	K10380
OG0009726	Breviolum58376	K13611
OG0000812	Breviolum98167	K07466
OG0002795	Breviolum56661	K08151
OG0002247	Breviolum145598	K01687
OG0002362	Breviolum686139	K05000
OG0006783	Breviolum62196	K00645
OG0007636	Breviolum256358	K23330
OG0000503	Breviolum199098	K08776
OG0000332	Breviolum537492	K26157
OG0008534	Breviolum192619	K19612
OG0009056	Breviolum463297	K11755
OG0000822	Breviolum314453	K12430
OG0001249	Breviolum148730	K02898
OG0000734	Breviolum44061	K02941
OG0007024	Breviolum174020	K14539
OG0003587	Breviolum767438	K16599
OG0000511	Breviolum342269	K02295
OG0007327	Breviolum75262	K03929
OG0000842	Breviolum199587	K03654
OG0001375	Breviolum165569	K03119
OG0004504	Breviolum26234	K01410
OG0003227	Breviolum794906	K10738
OG0004002	Breviolum95530	K11154
OG0000648	Breviolum201070	K22763
OG0007280	Breviolum406362	K18442
OG0002460	Breviolum609164	K04461
OG0008888	Breviolum202627	K15216
OG0001918	Breviolum525534	K04043
OG0002793	Breviolum633135	K14852
OG0004055	Breviolum445434	K23281
OG0004808	Breviolum864816	K07127
OG0002234	Breviolum778805	K19704
OG0005676	Breviolum362852	K04982
OG0000008	Breviolum371033	K10380
OG0007550	Breviolum194918	K13412
OG0007865	Breviolum314902	K00456
OG0000009	Breviolum427511	K18437
OG0007100	Breviolum64180	K00008
OG0000016	Breviolum190958	K03686
OG0000275	Breviolum308978	K03696
OG0000117	Breviolum247343	K00700
OG0001665	Breviolum39010	K18655
OG0006481	Breviolum683059	K01069
OG0001965	Breviolum477813	K10405
OG0000098	Breviolum96818	K15047
OG0000920	Breviolum276307	K01866
OG0002376	Breviolum49250	K12471
OG0000174	Breviolum766784	K01382
OG0001431	Breviolum276881	K10396
OG0003574	Breviolum258183	K13412
OG0001030	Breviolum426313	K19513
OG0006965	Breviolum172225	K00545
OG0007368	Breviolum697201	K19572
OG0002117	Breviolum610291	K19998
OG0000035	Breviolum98018	K04910
OG0009336	Breviolum761519	K17583
OG0000507	Breviolum246349	K08582
OG0002912	Breviolum192329	K18622
OG0000175	Breviolum679320	K00626
OG0009630	Breviolum80937	K20367
OG0009104	Breviolum327132	K12471
OG0000020	Breviolum34158	K04904
OG0005765	Breviolum345248	K01142
OG0003707	Breviolum36568	K24512
OG0000135	Breviolum527344	K01365
OG0006862	Breviolum63822	K08963
OG0000195	Breviolum555191	K01623
OG0000880	Breviolum685833	K04421
OG0001819	Breviolum173048	K10949
OG0000461	Breviolum458710	K11417
OG0007365	Breviolum99694	K08214
OG0003522	Breviolum308353	K14963
OG0000088	Breviolum605050	K01363
OG0000748	Breviolum169907	K06002
OG0000726	Breviolum634742	K00602
OG0001253	Breviolum272024	K10595
OG0007616	Breviolum236705	K10859
OG0009987	Breviolum189832	K24796
OG0001791	Breviolum281536	K17491
OG0004663	Breviolum316110	K13806
OG0009971	Breviolum846522	K10380
OG0003852	Breviolum215675	K17893
OG0001010	Breviolum774160	K08582
OG0002455	Breviolum844746	K03969
OG0001272	Breviolum457773	K14411
OG0007576	Breviolum38803	K03130
OG0005123	Breviolum279700	K22721
OG0002628	Breviolum602231	K02738
OG0009419	Breviolum605163	K00557
OG0000530	Breviolum244410	K06636
OG0007424	Breviolum95417	K19755
OG0001968	Breviolum173270	K01881
OG0009396	Breviolum161639	K06617
OG0001409	Breviolum725324	K01689
OG0001017	Breviolum58529	K21440
OG0002873	Breviolum840316	K10408
OG0000272	Breviolum248156	K08292
OG0001142	Breviolum184986	K13412
OG0000286	Breviolum720643	K03094
OG0002255	Breviolum168964	K04849
OG0002309	Breviolum227451	K16599
OG0006747	Breviolum240448	K25166
OG0000966	Breviolum624743	K08139
OG0001075	Breviolum5045	K14411
OG0006834	Breviolum576984	K05359
OG0002779	Breviolum192448	K10755
OG0000896	Breviolum880520	K00249
OG0001097	Breviolum169114	K09560
OG0001739	Breviolum691342	K00471
OG0007482	Breviolum839978	K11420
OG0008592	Breviolum91792	K14835
OG0000908	Breviolum717891	K00812
OG0007827	Breviolum528958	K17508
OG0003606	Breviolum50022	K13667
OG0001197	Breviolum159723	K15378
OG0001532	Breviolum652869	K09510
OG0009150	Breviolum684338	K03246
OG0000962	Breviolum768312	K04886
OG0000347	Breviolum40572	K07936
OG0008759	Breviolum168929	K22857
OG0000065	Breviolum491773	K01689
OG0000975	Breviolum761537	K19360
OG0003952	Breviolum230350	K14521
OG0000745	Breviolum251734	K02966
OG0001823	Breviolum846143	K12373
OG0009896	Breviolum284987	K12442
OG0000023	Breviolum352665	K12132
OG0000323	Breviolum914303	K00239
OG0002743	Breviolum717913	K16781
OG0000501	Breviolum330273	K17893
OG0010107	Breviolum462194	K23490
OG0004928	Breviolum312500	K00472
OG0000708	Breviolum161790	K08242
OG0004148	Breviolum398492	K18458
OG0006396	Breviolum540759	K25230
OG0005069	Breviolum636214	K03526
OG0000012	Breviolum657385	K10355
OG0000007	Breviolum766867	K12442
OG0006671	Breviolum255178	K23729
OG0002471	Breviolum140269	K11434
OG0002485	Breviolum336779	K03108
OG0008136	Breviolum682433	K00857
OG0000022	Breviolum256616	K12813
OG0002363	Breviolum847278	K00472
OG0008259	Breviolum528075	K00972
OG0000008	Breviolum193329	K21440
OG0002426	Breviolum329689	K15503
OG0000920	Breviolum293042	K01866
OG0006703	Breviolum24085	K23499
OG0002093	Breviolum10680	K01931
OG0000322	Breviolum778231	K09489
OG0002989	Breviolum560387	K08341
OG0001989	Breviolum344563	K04461
OG0005911	Breviolum354695	K00145
OG0001921	Breviolum62915	K10685
OG0001263	Breviolum430471	K14994
OG0009263	Breviolum372598	K06943
OG0003355	Breviolum39205	K15030
OG0009341	Breviolum159420	K11418
OG0004456	Breviolum373403	K01556
OG0001605	Breviolum335168	K17499
OG0001639	Breviolum357614	K24728
OG0000017	Breviolum609258	K05658
OG0001243	Breviolum878438	K13179
OG0002610	Breviolum687319	K11547
OG0009601	Breviolum368391	K14550
OG0009373	Breviolum457725	K21398
OG0001591	Breviolum37102	K17964
OG0003153	Breviolum54469	K20471
OG0000732	Breviolum607300	K17609
OG0004530	Breviolum80744	K12483
OG0000402	Breviolum209929	K16466
OG0000883	Breviolum166708	K13254
OG0008085	Breviolum866496	K15336
OG0004595	Breviolum574119	K10408
OG0000232	Breviolum170238	K16298
OG0000561	Breviolum7754	K19603
OG0003153	Breviolum143005	K20471
OG0008622	Breviolum38655	K07874
OG0007317	Breviolum62878	K05863
OG0001211	Breviolum773018	K01076
OG0009677	Breviolum194843	K20293
OG0009086	Breviolum37068	K03676
OG0000518	Breviolum185015	K05592
OG0005922	Breviolum284255	K15734
OG0008943	Breviolum162215	K01714
OG0000288	Breviolum382026	K17506
OG0001885	Breviolum415379	K02115
OG0000369	Breviolum400478	K00134
OG0001716	Breviolum275483	K08582
OG0000585	Breviolum288939	K04606
OG0000017	Breviolum94872	K05658
OG0000027	Breviolum763768	K10595
OG0000205	Breviolum303510	K17508
OG0000643	Breviolum63696	K19600
OG0002320	Breviolum840943	K12627
OG0003020	Breviolum497797	K14411
OG0005657	Breviolum537886	K11713
OG0004572	Breviolum134944	K06179
OG0003244	Breviolum314358	K00558
OG0007090	Breviolum8556	K03686
OG0006003	Breviolum197824	K13208
OG0000667	Breviolum72225	K12349
OG0006419	Breviolum689991	K10134
OG0000176	Breviolum98206	K14683
OG0000012	Breviolum529491	K05692
OG0000094	Breviolum526215	K00600
OG0000981	Breviolum302924	K02964
OG0000411	Breviolum534490	K02114
OG0000681	Breviolum861057	K03386
OG0005261	Breviolum164839	K03249
OG0005667	Breviolum389258	K10908
OG0008621	Breviolum526247	K04909
OG0004565	Breviolum195158	K13754
OG0000130	Breviolum102481	K09568
OG0000148	Breviolum692245	K05643
OG0001184	Breviolum846465	K11407
OG0001846	Breviolum159803	K02471
OG0000933	Breviolum289004	K09533
OG0000172	Breviolum901956	K02209
OG0005923	Breviolum376675	K20877
OG0000393	Breviolum98340	K10799
OG0000862	Breviolum200041	K10956
OG0004814	Breviolum187062	K06694
OG0001151	Breviolum861124	K24510
OG0003894	Breviolum208479	K24745
OG0000808	Breviolum689304	K04371
OG0001487	Breviolum613305	K22753
OG0001854	Breviolum494233	K06185
OG0000175	Breviolum685205	K00626
OG0001839	Breviolum605031	K18740
OG0005342	Breviolum30500	K12178
OG0000688	Breviolum565894	K10599
OG0001692	Breviolum322921	K17497
OG0003496	Breviolum447808	K20242
OG0003862	Breviolum303549	K06013
OG0002898	Breviolum261552	K17506
OG0002761	Breviolum262715	K09586
OG0002684	Breviolum270968	K06210
OG0001243	Breviolum167919	K13179
OG0001953	Breviolum843578	K08790
OG0001241	Breviolum311964	K02693
OG0006177	Breviolum611221	K10380
OG0000712	Breviolum538526	K05668
OG0005621	Breviolum213927	K14808
OG0007252	Breviolum58531	K00486
OG0002240	Breviolum8599	K09553
OG0002463	Breviolum842371	K02974
OG0001172	Breviolum856963	K01850
OG0001106	Breviolum234563	K12492
OG0000081	Breviolum257893	K07376
OG0000015	Breviolum30460	K12823
OG0000849	Breviolum193405	K08176
OG0000012	Breviolum447412	K05692
OG0001730	Breviolum847021	K17964
OG0000323	Breviolum58156	K00239
OG0006307	Breviolum523647	K14777
OG0005638	Breviolum176311	K18466
OG0000282	Breviolum317791	K00688
OG0000337	Breviolum224452	K00326
OG0007283	Breviolum397626	K06981
OG0002844	Breviolum187802	K03555
OG0005484	Breviolum686502	K15631
OG0000074	Breviolum248888	K00545
OG0002981	Breviolum611647	K02051
OG0002545	Breviolum1114	K01903
OG0009905	Breviolum230769	K02874
OG0000075	Breviolum198405	K11085
OG0000392	Breviolum310067	K04678
OG0002557	Breviolum530232	K15104
OG0006833	Breviolum640727	K17803
OG0006652	Breviolum38461	K12184
OG0004241	Breviolum849418	K00700
OG0007704	Breviolum752	K12867
OG0009032	Breviolum215393	K14950
OG0003318	Breviolum579890	K03676
OG0000174	Breviolum55470	K08245
OG0010087	Breviolum161022	K04515
OG0000556	Breviolum547849	K10405
OG0001878	Breviolum340775	K13750
OG0008480	Breviolum63308	K08139
OG0006752	Breviolum286314	K19374
OG0009599	Breviolum195316	K03259
OG0003421	Breviolum75310	K02726
OG0003331	Breviolum768553	K11826
OG0004982	Breviolum841922	K02445
OG0000649	Breviolum765606	K00710
OG0002115	Breviolum188070	K03235
OG0000889	Breviolum6482	K12450
OG0000581	Breviolum629104	K00855
OG0003708	Breviolum339201	K10408
OG0003348	Breviolum212752	K01262
OG0001955	Breviolum410336	K08906
OG0003858	Breviolum267505	K03292
OG0000097	Breviolum266822	K01610
OG0000566	Breviolum117308	K11594
OG0005683	Breviolum525783	K20032
OG0008075	Breviolum214403	K00788
OG0002921	Breviolum191324	K02183
OG0000307	Breviolum161910	K02891
OG0008198	Breviolum338545	K06941
OG0005738	Breviolum232342	K03798
OG0000751	Breviolum134804	K00726
OG0000767	Breviolum220092	K23257
OG0009161	Breviolum685454	K13348
OG0002564	Breviolum231099	K18059
OG0001231	Breviolum527536	K19626
OG0000514	Breviolum806867	K07376
OG0009149	Breviolum187016	K06677
OG0000591	Breviolum761617	K20279
OG0006643	Breviolum840587	K01379
OG0003543	Breviolum306865	K05592
OG0000012	Breviolum5477	K05692
OG0007519	Breviolum335535	K24837
OG0003261	Breviolum145028	K09518
OG0009894	Breviolum73232	K12613
OG0007816	Breviolum287179	K04956
OG0006472	Breviolum50752	K10610
OG0005980	Breviolum761504	K19919
OG0000417	Breviolum607995	K04371
OG0001208	Breviolum210739	K02875
OG0007055	Breviolum532187	K15272
OG0002752	Breviolum189246	K12394
OG0008203	Breviolum611835	K11068
OG0005452	Breviolum5830	K06258
OG0002466	Breviolum88791	K03250
OG0002334	Breviolum691128	K03660
OG0001093	Breviolum349013	K23029
OG0001743	Breviolum849984	K13202
OG0005101	Breviolum95458	K03979
OG0004516	Breviolum198164	K10669
OG0000040	Breviolum185124	K13418
OG0003445	Breviolum245398	K01569
OG0003935	Breviolum713311	K08958
OG0003841	Breviolum391405	K01969
OG0000011	Breviolum445170	K21413
OG0000369	Breviolum527872	K00134
OG0000243	Breviolum269117	K13611
OG0000342	Breviolum1193	K17499
OG0008521	Breviolum845224	K00799
OG0007231	Breviolum773283	K16465
OG0000263	Breviolum143769	K18703
OG0001122	Breviolum87832	K01652
OG0007315	Breviolum328438	K16219
OG0001274	Breviolum436647	K02903
OG0008884	Breviolum697064	K10590
OG0000985	Breviolum542986	K02929
OG0000167	Breviolum12128	K02874
OG0001890	Breviolum428574	K07748
OG0000571	Breviolum41572	K02358
OG0000263	Breviolum763339	K18702
OG0005150	Breviolum9231	K24925
OG0000110	Breviolum895963	K10960
OG0006963	Breviolum763380	K02202
OG0000015	Breviolum398494	K12823
OG0009639	Breviolum163826	K08829
OG0005680	Breviolum230382	K01276
OG0000033	Breviolum171869	K04885
OG0009515	Breviolum203993	K06917
OG0004712	Breviolum48848	K23424
OG0003130	Breviolum461358	K18932
OG0000593	Breviolum380006	K02100
OG0000706	Breviolum810616	K21915
OG0001369	Breviolum402958	K23909
OG0000669	Breviolum848348	K11584
OG0002926	Breviolum458726	K08850
OG0000005	Breviolum527647	K08794
OG0000726	Breviolum338108	K00602
OG0007516	Breviolum537200	K08151
OG0001324	Breviolum329238	K10397
OG0010088	Breviolum136099	K00658
OG0007199	Breviolum461489	K09553
OG0007649	Breviolum163904	K14834
OG0007263	Breviolum275243	K01775
OG0006519	Breviolum52326	K10842
OG0000566	Breviolum347099	K11594
OG0001821	Breviolum624587	K11294
OG0009745	Breviolum281870	K10949
OG0001937	Breviolum265814	K13210
OG0001590	Breviolum583967	K08269
OG0003171	Breviolum282411	K12585
OG0006394	Breviolum353694	K00898
OG0000594	Breviolum911843	K02371
OG0001187	Breviolum214309	K11323
OG0005025	Breviolum100135	K24929
OG0003262	Breviolum896490	K00616
OG0002940	Breviolum633814	K03357
OG0000209	Breviolum38707	K01179
OG0000137	Breviolum63795	K02155
OG0000280	Breviolum319658	K03231
OG0006337	Breviolum217934	K02078
OG0006249	Breviolum532167	K00995
OG0000169	Breviolum528349	K11204
OG0005422	Breviolum368129	K04512
OG0000230	Breviolum721606	K01365
OG0002055	Breviolum138402	K10380
OG0000738	Breviolum538713	K11187
OG0000221	Breviolum593697	K06185
OG0008542	Breviolum806475	K00315
OG0001027	Breviolum463326	K21806
OG0003610	Breviolum527995	K07407
OG0000067	Breviolum731831	K04345
OG0009465	Breviolum234123	K12193
OG0000766	Breviolum790702	K01939
OG0002742	Breviolum390785	K06937
OG0000819	Breviolum268088	K15013
OG0001012	Breviolum163535	K01624
OG0007882	Breviolum250495	K20028
OG0005857	Breviolum602916	K24388
OG0007673	Breviolum285075	K03842
OG0009740	Breviolum609099	K03120
OG0007694	Breviolum198298	K00898
OG0003939	Breviolum349995	K09580
OG0001432	Breviolum636303	K02735
OG0007242	Breviolum166368	K12871
OG0000070	Breviolum143206	K00026
OG0003216	Breviolum729382	K00128
OG0005331	Breviolum604920	K08151
OG0002646	Breviolum104682	K01223
OG0004612	Breviolum706011	K20027
OG0004211	Breviolum763221	K08855
OG0009708	Breviolum167310	K00665
OG0002981	Breviolum529078	K02051
OG0009261	Breviolum195104	K00344
OG0002488	Breviolum74045	K10392
OG0002828	Breviolum98164	K14944
OG0000696	Breviolum204637	K25698
OG0000106	Breviolum273911	K10807
OG0000431	Breviolum464938	K08582
OG0000941	Breviolum551044	K02979
OG0001753	Breviolum603232	K04075
OG0001153	Breviolum98810	K19219
OG0008946	Breviolum293394	K14765
OG0004581	Breviolum706365	K01792
OG0000383	Breviolum203022	K01251
OG0001572	Breviolum98288	K19329
OG0006014	Breviolum230219	K25210
OG0003678	Breviolum653155	K08850
OG0002408	Breviolum772024	K00036
OG0001674	Breviolum91879	K03671
OG0004908	Breviolum13560	K05389
OG0003926	Breviolum461044	K01079
OG0000059	Breviolum223843	K04905
OG0002452	Breviolum818314	K08857
OG0004066	Breviolum188798	K16726
OG0008783	Breviolum289597	K00794
OG0003747	Breviolum194863	K03320
OG0001135	Breviolum208855	K03152
OG0001825	Breviolum849296	K01883
OG0007038	Breviolum335248	K15503
OG0000377	Breviolum230899	K02945
OG0003678	Breviolum190218	K08850
OG0007962	Breviolum777669	K02183
OG0007953	Breviolum651416	K08869
OG0001544	Breviolum687736	K01358
OG0006434	Breviolum2882	K15381
OG0006569	Breviolum760755	K17681
OG0000208	Breviolum298745	K15667
OG0010137	Breviolum199518	K09592
OG0002425	Breviolum87080	K10716
OG0000072	Breviolum63548	K14379
OG0001361	Breviolum98025	K10523
OG0008180	Breviolum273226	K13412
OG0002985	Breviolum192152	K00130
OG0007366	Breviolum71801	K01517
OG0004308	Breviolum161558	K14684
OG0000065	Breviolum308316	K01689
OG0000221	Breviolum190003	K06184
OG0008594	Breviolum242833	K08790
OG0009285	Breviolum601816	K21766
OG0006843	Breviolum95958	K22763
OG0001409	Breviolum636012	K01689
OG0006303	Breviolum840541	K13719
OG0001538	Breviolum57510	K02261
OG0010077	Breviolum64141	K10799
OG0002474	Breviolum190489	K04885
OG0002452	Breviolum7583	K08857
OG0000615	Breviolum683638	K18639
OG0009539	Breviolum732692	K22754
OG0000058	Breviolum14497	K00434
OG0001925	Breviolum305261	K22763
OG0000066	Breviolum713954	K02183
OG0009859	Breviolum100646	K06693
OG0003094	Breviolum608427	K03097
OG0002909	Breviolum365242	K01775
OG0001921	Breviolum40905	K10686
OG0000594	Breviolum114918	K02371
OG0008811	Breviolum95876	K00729
OG0000641	Breviolum463628	K15001
OG0006113	Breviolum213163	K23960
OG0002229	Breviolum531401	K20028
OG0005533	Breviolum344018	K04409
OG0001054	Breviolum496848	K11088
OG0009967	Breviolum295399	K02427
OG0001585	Breviolum190771	K08907
OG0002798	Breviolum34615	K20777
OG0008938	Breviolum302865	K10585
OG0003151	Breviolum487503	K02886
OG0000081	Breviolum331382	K04739
OG0003453	Breviolum192985	K15692
OG0009450	Breviolum154149	K05016
OG0000108	Breviolum63141	K14963
OG0005661	Breviolum430681	K06947
OG0000590	Breviolum894840	K00218
OG0003745	Breviolum523030	K06130
OG0000224	Breviolum768960	K06180
OG0003438	Breviolum280647	K06180
OG0006729	Breviolum277300	K19199
OG0000066	Breviolum796190	K02183
OG0009252	Breviolum214232	K16914
OG0002525	Breviolum253096	K00059
OG0001990	Breviolum451878	K25656
OG0005939	Breviolum173620	K24926
OG0001006	Breviolum535858	K02144
OG0005807	Breviolum124881	K11168
OG0003999	Breviolum685368	K22763
OG0000127	Breviolum179833	K04739
OG0007787	Breviolum286371	K08151
OG0008580	Breviolum782447	K25762
OG0002424	Breviolum213899	K13126
OG0000168	Breviolum875409	K02953
OG0001268	Breviolum685001	K17943
OG0001538	Breviolum803716	K02261
OG0003072	Breviolum230716	K02731
OG0002023	Breviolum112022	K06515
OG0008363	Breviolum528937	K16911
OG0000220	Breviolum711187	K10380
OG0001212	Breviolum404817	K09504
OG0001524	Breviolum461571	K14589
OG0001325	Breviolum352793	K11152
OG0001170	Breviolum688585	K16465
OG0000772	Breviolum700874	K19951
OG0007411	Breviolum682183	K23257
OG0007376	Breviolum845733	K12235
OG0000055	Breviolum144466	K05849
OG0007544	Breviolum811606	K20416
OG0000794	Breviolum240461	K10380
OG0003874	Breviolum221485	K08803
OG0006011	Breviolum845525	K20028
OG0001056	Breviolum248574	K12614
OG0006273	Breviolum214546	K12818
OG0002430	Breviolum531418	K01887
OG0000348	Breviolum698173	K08960
OG0000729	Breviolum247935	K02108
OG0005837	Breviolum311271	K14831
OG0004732	Breviolum143572	K12189
OG0005455	Breviolum609335	K10582
OG0007949	Breviolum843903	K11811
OG0003890	Breviolum164953	K15029
OG0007412	Breviolum848359	K01834
OG0003509	Breviolum38306	K09459
OG0001140	Breviolum527645	K02377
OG0000345	Breviolum354123	K10380
OG0000238	Breviolum279482	K08057
OG0003938	Breviolum284297	K17766
OG0003484	Breviolum476771	K02952
OG0008618	Breviolum57336	K17279
OG0003119	Breviolum501543	K19788
OG0003697	Breviolum232677	K02937
OG0000889	Breviolum681496	K12451
OG0000100	Breviolum117469	K10860
OG0009934	Breviolum606880	K15110
OG0002368	Breviolum615871	K10380
OG0000787	Breviolum356787	K03686
OG0001095	Breviolum844134	K06941
OG0001669	Breviolum5941	K05389
OG0005703	Breviolum97508	K03686
OG0000015	Breviolum230852	K12823
OG0008822	Breviolum223495	K09181
OG0002491	Breviolum860129	K04421
OG0000117	Breviolum376024	K00700
OG0001256	Breviolum663876	K08869
OG0002490	Breviolum268344	K01008
OG0006668	Breviolum235274	K10455
OG0002756	Breviolum844012	K08738
OG0003040	Breviolum224230	K24483
OG0000067	Breviolum46122	K04345
OG0006817	Breviolum185894	K07297
OG0000728	Breviolum223235	K20843
OG0007955	Breviolum54820	K13755
OG0002722	Breviolum530517	K04649
OG0000592	Breviolum558349	K02971
OG0001079	Breviolum610648	K02684
OG0000003	Breviolum285143	K04043
OG0008942	Breviolum290930	K22745
OG0006170	Breviolum187485	K00555
OG0006457	Breviolum294352	K18342
OG0008545	Breviolum760974	K14379
OG0006453	Breviolum540022	K17262
OG0003427	Breviolum98593	K09580
OG0002397	Breviolum59522	K11143
OG0009427	Breviolum198193	K01867
OG0007026	Breviolum171025	K11163
OG0005852	Breviolum199078	K13577
OG0001405	Breviolum82815	K04883
OG0000124	Breviolum185777	K09580
OG0004956	Breviolum136880	K14165
OG0000300	Breviolum742793	K09580
OG0009888	Breviolum238447	K20301
OG0002733	Breviolum82003	K00143
OG0001377	Breviolum435170	K03253
OG0004113	Breviolum844719	K01517
OG0004267	Breviolum201083	K14458
OG0002913	Breviolum604016	K12483
OG0002689	Breviolum841187	K03217
OG0000244	Breviolum850421	K10669
OG0009404	Breviolum446211	K01379
OG0009207	Breviolum167503	K13412
OG0003174	Breviolum687565	K22182
OG0000414	Breviolum246991	K17943
OG0005688	Breviolum168280	K03403
OG0009005	Breviolum703368	K11206
OG0000209	Breviolum611711	K01179
OG0002639	Breviolum893793	K13756
OG0000017	Breviolum46345	K05658
OG0000306	Breviolum418619	K00789
OG0009345	Breviolum166039	K14458
OG0002192	Breviolum686899	K25532
OG0002024	Breviolum532787	K00939
OG0007517	Breviolum63428	K05542
OG0009695	Breviolum197392	K20028
OG0001134	Breviolum766208	K19683
OG0009592	Breviolum162075	K01408
OG0009007	Breviolum307260	K23051
OG0001621	Breviolum58780	K24512
OG0000180	Breviolum529942	K17943
OG0004254	Breviolum529782	K25079
OG0007901	Breviolum682374	K12493
OG0000314	Breviolum24700	K03868
OG0003290	Breviolum527111	K08794
OG0002549	Breviolum430911	K03456
OG0003509	Breviolum484478	K09459
OG0002987	Breviolum197149	K17728
OG0001156	Breviolum429672	K02716
OG0005589	Breviolum468842	K04040
OG0005689	Breviolum300057	K03028
OG0001912	Breviolum369336	K02960
OG0002097	Breviolum119299	K15259
OG0002405	Breviolum97523	K06997
OG0004035	Breviolum293735	K20028
OG0002805	Breviolum866382	K13525
OG0001586	Breviolum84934	K00018
OG0005170	Breviolum304361	K00059
OG0003673	Breviolum34790	K02892
OG0000938	Breviolum771828	K02877
OG0004976	Breviolum266926	K19626
OG0000499	Breviolum772284	K15667
OG0003966	Breviolum383595	K10706
OG0001794	Breviolum137275	K12603
OG0003850	Breviolum186499	K11494
OG0000066	Breviolum389720	K02183
OG0004343	Breviolum835938	K00281
OG0002303	Breviolum11605	K05546
OG0000066	Breviolum286336	K02183
OG0003778	Breviolum425923	K17495
OG0009813	Breviolum109765	K24991
OG0006230	Breviolum432653	K20028
OG0008352	Breviolum214632	K07941
OG0005780	Breviolum851018	K01672
OG0000847	Breviolum56874	K11163
OG0002073	Breviolum280905	K22686
OG0001993	Breviolum706640	K12430
OG0000667	Breviolum307723	K12349
OG0000205	Breviolum169317	K17508
OG0001880	Breviolum234526	K09640
OG0003002	Breviolum682136	K01569
OG0004129	Breviolum167351	K13126
OG0000683	Breviolum489671	K04564
OG0003384	Breviolum457981	K14568
OG0001362	Breviolum56587	K08794
OG0002226	Breviolum529198	K08054
OG0007806	Breviolum99426	K13291
OG0004043	Breviolum364610	K02938
OG0000003	Breviolum32899	K04043
