Orthogroup	Protein_symB	Protein_symD
OG0000131	Breviolum559997	Durusdinium37254
OG0000131	Breviolum333679	Durusdinium37254
OG0000131	Breviolum17703	Durusdinium37254
OG0000132	Breviolum415609	Durusdinium40217
OG0000132	Breviolum608461	Durusdinium39551
OG0000132	Breviolum432307	Durusdinium39551
OG0000132	Breviolum381343	Durusdinium19075
OG0000132	Breviolum771905	Durusdinium19075
OG0000132	Breviolum764430	Durusdinium19075
OG0000133	Breviolum307883	Durusdinium36916
OG0000133	Breviolum783978	Durusdinium36916
OG0000133	Breviolum524657	Durusdinium36916
OG0000133	Breviolum841464	Durusdinium36916
OG0000133	Breviolum200301	Durusdinium36916
OG0000133	Breviolum235298	Durusdinium36916
OG0000133	Breviolum543217	Durusdinium36916
OG0000133	Breviolum564135	Durusdinium36916
OG0000133	Breviolum27899	Durusdinium36916
OG0000133	Breviolum831991	Durusdinium36916
OG0000133	Breviolum693058	Durusdinium36916
OG0000133	Breviolum319652	Durusdinium36916
OG0000134	Breviolum209115	Durusdinium40994
OG0000134	Breviolum370029	Durusdinium41000
OG0000134	Breviolum277962	Durusdinium41000
OG0000134	Breviolum203957	Durusdinium41000
OG0000134	Breviolum319935	Durusdinium41000
OG0000134	Breviolum449368	Durusdinium41000
OG0000134	Breviolum58494	Durusdinium41000
OG0000134	Breviolum258857	Durusdinium41000
OG0000134	Breviolum362619	Durusdinium41000
OG0000134	Breviolum21147	Durusdinium41000
OG0000134	Breviolum58152	Durusdinium41000
OG0000135	Breviolum161243	Durusdinium33156
OG0000135	Breviolum38855	Durusdinium34112
OG0000135	Breviolum294149	Durusdinium25579
OG0000135	Breviolum524478	Durusdinium52515
OG0000135	Breviolum527344	Durusdinium52515
OG0000137	Breviolum63795	Durusdinium31303
OG0000137	Breviolum862940	Durusdinium31303
OG0000137	Breviolum159103	Durusdinium4026
OG0000137	Breviolum618457	Durusdinium4026
OG0000137	Breviolum100132	Durusdinium4026
OG0000137	Breviolum476061	Durusdinium4026
OG0000137	Breviolum50729	Durusdinium4026
OG0000137	Breviolum615690	Durusdinium16320
OG0000138	Breviolum222043	Durusdinium29732
OG0000138	Breviolum840901	Durusdinium19531
OG0000138	Breviolum170283	Durusdinium9138
OG0000138	Breviolum569268	Durusdinium11514
OG0000138	Breviolum712664	Durusdinium11514
OG0000138	Breviolum552053	Durusdinium11514
OG0000138	Breviolum462845	Durusdinium6372
OG0000138	Breviolum550641	Durusdinium6372
OG0000141	Breviolum201706	Durusdinium33424
OG0000141	Breviolum75915	Durusdinium29375
OG0000141	Breviolum210865	Durusdinium29375
OG0000141	Breviolum452177	Durusdinium34727
OG0000141	Breviolum288037	Durusdinium34727
OG0000141	Breviolum187822	Durusdinium38441
OG0000141	Breviolum474403	Durusdinium38441
OG0000141	Breviolum170905	Durusdinium38441
OG0000143	Breviolum187693	Durusdinium40355
OG0000143	Breviolum8467	Durusdinium15284
OG0000143	Breviolum8467	Durusdinium40524
OG0000143	Breviolum8467	Durusdinium33602
OG0000143	Breviolum8467	Durusdinium12697
OG0000143	Breviolum8467	Durusdinium26601
OG0000143	Breviolum8467	Durusdinium32915
OG0000143	Breviolum8467	Durusdinium18603
OG0000143	Breviolum8467	Durusdinium49910
OG0000143	Breviolum8467	Durusdinium29753
OG0000143	Breviolum8467	Durusdinium23239
OG0000144	Breviolum164269	Durusdinium40339
OG0000144	Breviolum535806	Durusdinium34227
OG0000144	Breviolum556513	Durusdinium37416
OG0000144	Breviolum609743	Durusdinium26767
OG0000144	Breviolum633635	Durusdinium26793
OG0000144	Breviolum539013	Durusdinium26793
OG0000145	Breviolum413590	Durusdinium40182
OG0000145	Breviolum637846	Durusdinium40258
OG0000145	Breviolum464468	Durusdinium40258
OG0000145	Breviolum167911	Durusdinium40258
OG0000145	Breviolum843802	Durusdinium20050
OG0000145	Breviolum210287	Durusdinium20050
OG0000145	Breviolum75313	Durusdinium20050
OG0000145	Breviolum289310	Durusdinium20050
OG0000145	Breviolum20322	Durusdinium20050
OG0000145	Breviolum98252	Durusdinium20050
OG0000146	Breviolum165318	Durusdinium53611
OG0000146	Breviolum170406	Durusdinium7149
OG0000146	Breviolum170406	Durusdinium25095
OG0000146	Breviolum170406	Durusdinium53105
OG0000146	Breviolum170406	Durusdinium43617
OG0000146	Breviolum170406	Durusdinium31228
OG0000146	Breviolum170406	Durusdinium11804
OG0000146	Breviolum170406	Durusdinium49911
OG0000146	Breviolum170406	Durusdinium23382
OG0000146	Breviolum170406	Durusdinium36823
OG0000146	Breviolum170406	Durusdinium36357
OG0000147	Breviolum251008	Durusdinium16494
OG0000147	Breviolum164240	Durusdinium16494
OG0000147	Breviolum683296	Durusdinium16494
OG0000147	Breviolum197069	Durusdinium16494
OG0000147	Breviolum60696	Durusdinium16494
OG0000147	Breviolum234566	Durusdinium16494
OG0000147	Breviolum269147	Durusdinium16494
OG0000147	Breviolum854095	Durusdinium16494
OG0000147	Breviolum22235	Durusdinium16494
OG0000147	Breviolum138030	Durusdinium16494
OG0000147	Breviolum197880	Durusdinium16494
OG0000147	Breviolum38705	Durusdinium16494
OG0000148	Breviolum692245	Durusdinium34512
OG0000148	Breviolum566848	Durusdinium40597
OG0000148	Breviolum390366	Durusdinium39970
OG0000148	Breviolum194802	Durusdinium35601
OG0000148	Breviolum807858	Durusdinium39696
OG0000148	Breviolum882696	Durusdinium40429
OG0000148	Breviolum799940	Durusdinium40429
OG0000149	Breviolum165596	Durusdinium33083
OG0000149	Breviolum165596	Durusdinium25269
OG0000149	Breviolum165596	Durusdinium38755
OG0000149	Breviolum165596	Durusdinium34692
OG0000149	Breviolum165596	Durusdinium29894
OG0000149	Breviolum165596	Durusdinium30213
OG0000149	Breviolum165596	Durusdinium28018
OG0000149	Breviolum165596	Durusdinium6351
OG0000149	Breviolum165596	Durusdinium35502
OG0000149	Breviolum165596	Durusdinium40099
OG0000149	Breviolum165596	Durusdinium18533
OG0000149	Breviolum165596	Durusdinium20343
OG0000150	Breviolum386847	Durusdinium39137
OG0000150	Breviolum2277	Durusdinium39858
OG0000150	Breviolum2277	Durusdinium38771
OG0000150	Breviolum2277	Durusdinium36983
OG0000150	Breviolum2277	Durusdinium33617
OG0000150	Breviolum2277	Durusdinium40544
OG0000150	Breviolum2277	Durusdinium35484
OG0000150	Breviolum2277	Durusdinium39788
OG0000150	Breviolum2277	Durusdinium38379
OG0000150	Breviolum2277	Durusdinium39619
OG0000150	Breviolum2277	Durusdinium25487
OG0000151	Breviolum213994	Durusdinium45867
OG0000151	Breviolum213994	Durusdinium33564
OG0000151	Breviolum213994	Durusdinium49404
OG0000151	Breviolum213994	Durusdinium31761
OG0000151	Breviolum213994	Durusdinium43272
OG0000151	Breviolum213994	Durusdinium45977
OG0000151	Breviolum213994	Durusdinium1669
OG0000151	Breviolum213994	Durusdinium37000
OG0000151	Breviolum213994	Durusdinium33494
OG0000151	Breviolum213994	Durusdinium36547
OG0000151	Breviolum213994	Durusdinium21615
OG0000151	Breviolum213994	Durusdinium41942
OG0000154	Breviolum395482	Durusdinium54409
OG0000154	Breviolum163425	Durusdinium40582
OG0000154	Breviolum468237	Durusdinium40582
OG0000154	Breviolum697985	Durusdinium40582
OG0000154	Breviolum849686	Durusdinium40582
OG0000154	Breviolum322778	Durusdinium40582
OG0000154	Breviolum180102	Durusdinium11517
OG0000154	Breviolum891584	Durusdinium11517
OG0000154	Breviolum573797	Durusdinium11517
OG0000155	Breviolum220636	Durusdinium3950
OG0000155	Breviolum444608	Durusdinium31383
OG0000155	Breviolum197913	Durusdinium46423
OG0000155	Breviolum197913	Durusdinium42926
OG0000155	Breviolum197913	Durusdinium37861
OG0000155	Breviolum784467	Durusdinium36538
OG0000155	Breviolum143226	Durusdinium36538
OG0000156	Breviolum609153	Durusdinium40655
OG0000156	Breviolum436584	Durusdinium34870
OG0000156	Breviolum402388	Durusdinium40900
OG0000156	Breviolum330368	Durusdinium40497
OG0000157	Breviolum217178	Durusdinium19796
OG0000157	Breviolum717943	Durusdinium23877
OG0000157	Breviolum877877	Durusdinium23877
OG0000157	Breviolum408028	Durusdinium23877
OG0000157	Breviolum66879	Durusdinium23877
OG0000157	Breviolum395665	Durusdinium23877
OG0000157	Breviolum563771	Durusdinium23877
OG0000157	Breviolum197027	Durusdinium23877
OG0000157	Breviolum698894	Durusdinium23877
OG0000157	Breviolum670572	Durusdinium23877
OG0000158	Breviolum409050	Durusdinium40795
OG0000158	Breviolum845367	Durusdinium40795
OG0000158	Breviolum37836	Durusdinium5339
OG0000158	Breviolum733799	Durusdinium5339
OG0000158	Breviolum890212	Durusdinium5339
OG0000158	Breviolum846046	Durusdinium5339
OG0000158	Breviolum92502	Durusdinium5339
OG0000158	Breviolum653570	Durusdinium5339
OG0000158	Breviolum255330	Durusdinium5339
OG0000158	Breviolum315011	Durusdinium5339
OG0000159	Breviolum359776	Durusdinium37576
OG0000159	Breviolum465578	Durusdinium32898
OG0000159	Breviolum465578	Durusdinium19546
OG0000159	Breviolum365925	Durusdinium34437
OG0000159	Breviolum361492	Durusdinium34437
OG0000159	Breviolum166518	Durusdinium17538
OG0000160	Breviolum227544	Durusdinium40459
OG0000160	Breviolum370886	Durusdinium40459
OG0000160	Breviolum66899	Durusdinium40459
OG0000160	Breviolum57955	Durusdinium40459
OG0000160	Breviolum661843	Durusdinium40459
OG0000160	Breviolum260142	Durusdinium40459
OG0000160	Breviolum42575	Durusdinium40459
OG0000160	Breviolum302876	Durusdinium40459
OG0000160	Breviolum887236	Durusdinium40459
OG0000160	Breviolum885711	Durusdinium40459
OG0000160	Breviolum326323	Durusdinium40459
OG0000161	Breviolum149457	Durusdinium30229
OG0000161	Breviolum271421	Durusdinium36104
OG0000161	Breviolum271421	Durusdinium38041
OG0000161	Breviolum57623	Durusdinium40443
OG0000161	Breviolum57623	Durusdinium33224
OG0000161	Breviolum57623	Durusdinium30721
OG0000161	Breviolum57623	Durusdinium37270
OG0000163	Breviolum529059	Durusdinium21825
OG0000163	Breviolum187069	Durusdinium18732
OG0000163	Breviolum62778	Durusdinium20319
OG0000163	Breviolum85615	Durusdinium33000
OG0000163	Breviolum382248	Durusdinium21800
OG0000163	Breviolum50609	Durusdinium21800
OG0000164	Breviolum334136	Durusdinium52516
OG0000164	Breviolum291950	Durusdinium36991
OG0000164	Breviolum606480	Durusdinium36991
OG0000164	Breviolum452626	Durusdinium36991
OG0000164	Breviolum477083	Durusdinium36991
OG0000164	Breviolum280051	Durusdinium36991
OG0000164	Breviolum797852	Durusdinium38387
OG0000165	Breviolum39407	Durusdinium34296
OG0000165	Breviolum283642	Durusdinium20786
OG0000165	Breviolum506591	Durusdinium43770
OG0000165	Breviolum166917	Durusdinium43770
OG0000167	Breviolum12128	Durusdinium20995
OG0000167	Breviolum182113	Durusdinium20995
OG0000167	Breviolum844962	Durusdinium20995
OG0000167	Breviolum794727	Durusdinium20995
OG0000167	Breviolum12128	Durusdinium50264
OG0000167	Breviolum182113	Durusdinium50264
OG0000167	Breviolum844962	Durusdinium50264
OG0000167	Breviolum794727	Durusdinium50264
OG0000167	Breviolum12128	Durusdinium22824
OG0000167	Breviolum182113	Durusdinium22824
OG0000167	Breviolum844962	Durusdinium22824
OG0000167	Breviolum794727	Durusdinium22824
OG0000167	Breviolum154068	Durusdinium44430
OG0000167	Breviolum9498	Durusdinium44430
OG0000167	Breviolum243184	Durusdinium44430
OG0000167	Breviolum687039	Durusdinium44430
OG0000168	Breviolum280839	Durusdinium32670
OG0000168	Breviolum691819	Durusdinium32670
OG0000168	Breviolum873426	Durusdinium32670
OG0000168	Breviolum840715	Durusdinium32670
OG0000168	Breviolum418657	Durusdinium32670
OG0000168	Breviolum35172	Durusdinium32670
OG0000168	Breviolum293460	Durusdinium32670
OG0000168	Breviolum413122	Durusdinium32670
OG0000168	Breviolum704504	Durusdinium32670
OG0000168	Breviolum104535	Durusdinium32670
OG0000168	Breviolum875409	Durusdinium32670
OG0000169	Breviolum847255	Durusdinium15345
OG0000169	Breviolum579161	Durusdinium27153
OG0000169	Breviolum549180	Durusdinium27153
OG0000169	Breviolum74532	Durusdinium27153
OG0000169	Breviolum713721	Durusdinium27153
OG0000169	Breviolum730354	Durusdinium27153
OG0000169	Breviolum479056	Durusdinium27153
OG0000169	Breviolum760326	Durusdinium27153
OG0000169	Breviolum528349	Durusdinium27153
OG0000169	Breviolum371978	Durusdinium27153
OG0000170	Breviolum198190	Durusdinium345
OG0000170	Breviolum319822	Durusdinium345
OG0000170	Breviolum839497	Durusdinium345
OG0000170	Breviolum853506	Durusdinium345
OG0000170	Breviolum337821	Durusdinium345
OG0000170	Breviolum784026	Durusdinium345
OG0000170	Breviolum190382	Durusdinium345
OG0000170	Breviolum850408	Durusdinium345
OG0000170	Breviolum653496	Durusdinium345
OG0000170	Breviolum465007	Durusdinium345
OG0000170	Breviolum4024	Durusdinium345
OG0000171	Breviolum166870	Durusdinium10761
OG0000171	Breviolum460681	Durusdinium30507
OG0000171	Breviolum466112	Durusdinium24925
OG0000171	Breviolum214332	Durusdinium32315
OG0000171	Breviolum522470	Durusdinium39467
OG0000172	Breviolum733754	Durusdinium7463
OG0000172	Breviolum7704	Durusdinium7774
OG0000172	Breviolum5493	Durusdinium5159
OG0000172	Breviolum901956	Durusdinium54805
OG0000172	Breviolum277504	Durusdinium54805
OG0000173	Breviolum104808	Durusdinium24871
OG0000173	Breviolum7263	Durusdinium40204
OG0000173	Breviolum333142	Durusdinium25286
OG0000173	Breviolum528689	Durusdinium25286
OG0000173	Breviolum248570	Durusdinium25286
OG0000173	Breviolum477219	Durusdinium14187
OG0000173	Breviolum608237	Durusdinium14187
OG0000174	Breviolum55470	Durusdinium16157
OG0000174	Breviolum255047	Durusdinium16157
OG0000174	Breviolum214991	Durusdinium24711
OG0000174	Breviolum297527	Durusdinium29586
OG0000174	Breviolum766784	Durusdinium7981
OG0000174	Breviolum467531	Durusdinium7981
OG0000175	Breviolum122051	Durusdinium39693
OG0000175	Breviolum267158	Durusdinium39693
OG0000175	Breviolum363697	Durusdinium39693
OG0000175	Breviolum685205	Durusdinium39693
OG0000175	Breviolum271577	Durusdinium39693
OG0000175	Breviolum679320	Durusdinium39693
OG0000175	Breviolum63806	Durusdinium39693
OG0000175	Breviolum659494	Durusdinium39693
OG0000175	Breviolum714691	Durusdinium39693
OG0000175	Breviolum544860	Durusdinium39693
OG0000175	Breviolum680876	Durusdinium39693
OG0000176	Breviolum98206	Durusdinium41005
OG0000176	Breviolum646215	Durusdinium22621
OG0000176	Breviolum322147	Durusdinium5613
OG0000176	Breviolum374952	Durusdinium5613
OG0000177	Breviolum462377	Durusdinium39968
OG0000177	Breviolum394462	Durusdinium39968
OG0000177	Breviolum390244	Durusdinium39968
OG0000177	Breviolum853624	Durusdinium39968
OG0000177	Breviolum399743	Durusdinium39968
OG0000177	Breviolum230860	Durusdinium39968
OG0000177	Breviolum474676	Durusdinium39968
OG0000177	Breviolum573005	Durusdinium39968
OG0000177	Breviolum187874	Durusdinium39968
OG0000177	Breviolum653013	Durusdinium39968
OG0000177	Breviolum51984	Durusdinium39968
OG0000178	Breviolum193436	Durusdinium28725
OG0000178	Breviolum276285	Durusdinium20400
OG0000178	Breviolum49155	Durusdinium21918
OG0000179	Breviolum434366	Durusdinium40695
OG0000179	Breviolum691060	Durusdinium40416
OG0000179	Breviolum699988	Durusdinium40416
OG0000179	Breviolum468460	Durusdinium54681
OG0000179	Breviolum352825	Durusdinium54681
OG0000180	Breviolum529942	Durusdinium42882
OG0000180	Breviolum529942	Durusdinium24560
OG0000180	Breviolum529942	Durusdinium41235
OG0000180	Breviolum307300	Durusdinium34077
OG0000180	Breviolum28151	Durusdinium40969
OG0000180	Breviolum523418	Durusdinium22763
OG0000180	Breviolum523418	Durusdinium39905
OG0000181	Breviolum102394	Durusdinium30596
OG0000181	Breviolum143269	Durusdinium8621
OG0000181	Breviolum460389	Durusdinium18992
OG0000181	Breviolum609185	Durusdinium18992
OG0000181	Breviolum460389	Durusdinium4346
OG0000181	Breviolum609185	Durusdinium4346
OG0000182	Breviolum765229	Durusdinium14354
OG0000182	Breviolum192314	Durusdinium20808
OG0000182	Breviolum192314	Durusdinium386
OG0000182	Breviolum29246	Durusdinium20264
OG0000182	Breviolum774432	Durusdinium19772
OG0000182	Breviolum167384	Durusdinium4079
OG0000183	Breviolum320181	Durusdinium13201
OG0000183	Breviolum328502	Durusdinium36056
OG0000183	Breviolum391033	Durusdinium40230
OG0000183	Breviolum391033	Durusdinium31904
OG0000183	Breviolum443565	Durusdinium41186
OG0000183	Breviolum443565	Durusdinium35599
OG0000183	Breviolum443565	Durusdinium39863
OG0000183	Breviolum443565	Durusdinium11661
OG0000186	Breviolum913938	Durusdinium40789
OG0000186	Breviolum488674	Durusdinium40789
OG0000186	Breviolum661129	Durusdinium28248
OG0000186	Breviolum691975	Durusdinium28248
OG0000186	Breviolum215955	Durusdinium50053
OG0000186	Breviolum681522	Durusdinium50053
OG0000187	Breviolum695242	Durusdinium33896
OG0000187	Breviolum481687	Durusdinium33896
OG0000187	Breviolum15741	Durusdinium33896
OG0000187	Breviolum436071	Durusdinium33896
OG0000187	Breviolum583652	Durusdinium33896
OG0000187	Breviolum38571	Durusdinium33896
OG0000187	Breviolum331249	Durusdinium33896
OG0000187	Breviolum765243	Durusdinium33896
OG0000187	Breviolum613389	Durusdinium33896
OG0000187	Breviolum509466	Durusdinium33896
OG0000188	Breviolum488793	Durusdinium13074
OG0000188	Breviolum865346	Durusdinium49047
OG0000188	Breviolum641215	Durusdinium53304
OG0000188	Breviolum180036	Durusdinium53304
OG0000188	Breviolum796442	Durusdinium53304
OG0000188	Breviolum885401	Durusdinium53304
OG0000188	Breviolum683134	Durusdinium53304
OG0000189	Breviolum571959	Durusdinium23301
OG0000189	Breviolum320558	Durusdinium46764
OG0000189	Breviolum603189	Durusdinium32151
OG0000189	Breviolum180777	Durusdinium32151
OG0000189	Breviolum209212	Durusdinium32151
OG0000189	Breviolum620728	Durusdinium32151
OG0000189	Breviolum855814	Durusdinium32151
OG0000190	Breviolum525619	Durusdinium23740
OG0000190	Breviolum197562	Durusdinium23740
OG0000190	Breviolum609007	Durusdinium23740
OG0000190	Breviolum416280	Durusdinium23740
OG0000190	Breviolum339533	Durusdinium23740
OG0000190	Breviolum285347	Durusdinium23740
OG0000190	Breviolum385754	Durusdinium23740
OG0000190	Breviolum463547	Durusdinium23740
OG0000190	Breviolum95928	Durusdinium23740
OG0000190	Breviolum98253	Durusdinium23740
OG0000191	Breviolum794432	Durusdinium47774
OG0000191	Breviolum162933	Durusdinium47774
OG0000191	Breviolum536850	Durusdinium43767
OG0000191	Breviolum618598	Durusdinium43972
OG0000191	Breviolum857558	Durusdinium31339
OG0000191	Breviolum857558	Durusdinium27834
OG0000192	Breviolum550932	Durusdinium1080
OG0000192	Breviolum6125	Durusdinium5806
OG0000192	Breviolum738269	Durusdinium5806
OG0000192	Breviolum599015	Durusdinium5806
OG0000192	Breviolum36494	Durusdinium46917
OG0000192	Breviolum36494	Durusdinium9696
OG0000193	Breviolum270017	Durusdinium21802
OG0000193	Breviolum164070	Durusdinium8316
OG0000193	Breviolum165154	Durusdinium36909
OG0000193	Breviolum842194	Durusdinium2152
OG0000194	Breviolum269842	Durusdinium40028
OG0000194	Breviolum840620	Durusdinium40028
OG0000194	Breviolum136463	Durusdinium30895
OG0000194	Breviolum238841	Durusdinium30895
OG0000194	Breviolum524897	Durusdinium30895
OG0000194	Breviolum201597	Durusdinium30895
OG0000194	Breviolum7617	Durusdinium30895
OG0000194	Breviolum198439	Durusdinium30895
OG0000194	Breviolum873649	Durusdinium30895
OG0000195	Breviolum98024	Durusdinium38093
OG0000195	Breviolum418503	Durusdinium38093
OG0000195	Breviolum361101	Durusdinium38093
OG0000195	Breviolum358882	Durusdinium38093
OG0000195	Breviolum555191	Durusdinium38093
OG0000195	Breviolum286481	Durusdinium38093
OG0000195	Breviolum553042	Durusdinium38093
OG0000195	Breviolum353323	Durusdinium38093
OG0000195	Breviolum38122	Durusdinium38093
OG0000195	Breviolum293278	Durusdinium38093
OG0000196	Breviolum769343	Durusdinium34190
OG0000196	Breviolum613956	Durusdinium7427
OG0000196	Breviolum613956	Durusdinium26611
OG0000196	Breviolum192348	Durusdinium50811
OG0000196	Breviolum192348	Durusdinium55236
OG0000196	Breviolum192348	Durusdinium18247
OG0000197	Breviolum166152	Durusdinium8672
OG0000197	Breviolum416450	Durusdinium38254
OG0000197	Breviolum651345	Durusdinium41364
OG0000197	Breviolum143997	Durusdinium41364
OG0000197	Breviolum528678	Durusdinium30135
OG0000198	Breviolum847054	Durusdinium28760
OG0000198	Breviolum852042	Durusdinium28157
OG0000198	Breviolum268731	Durusdinium19515
OG0000198	Breviolum231635	Durusdinium39944
OG0000198	Breviolum202660	Durusdinium39944
OG0000200	Breviolum230840	Durusdinium16213
OG0000200	Breviolum396490	Durusdinium38040
OG0000200	Breviolum120833	Durusdinium40839
OG0000203	Breviolum249525	Durusdinium39119
OG0000203	Breviolum750282	Durusdinium8954
OG0000203	Breviolum853302	Durusdinium8954
OG0000203	Breviolum371405	Durusdinium8954
OG0000203	Breviolum689721	Durusdinium28279
OG0000204	Breviolum457539	Durusdinium11917
OG0000204	Breviolum457539	Durusdinium9508
OG0000204	Breviolum781039	Durusdinium1650
OG0000204	Breviolum624343	Durusdinium41901
OG0000204	Breviolum892562	Durusdinium41901
OG0000204	Breviolum791086	Durusdinium41901
OG0000204	Breviolum39736	Durusdinium41901
OG0000204	Breviolum319435	Durusdinium41901
OG0000205	Breviolum523070	Durusdinium29157
OG0000205	Breviolum169317	Durusdinium31143
OG0000205	Breviolum189466	Durusdinium35814
OG0000205	Breviolum471291	Durusdinium35814
OG0000205	Breviolum839866	Durusdinium35814
OG0000205	Breviolum303510	Durusdinium30174
OG0000205	Breviolum223154	Durusdinium30174
OG0000206	Breviolum432701	Durusdinium44995
OG0000206	Breviolum178343	Durusdinium17693
OG0000206	Breviolum806457	Durusdinium17693
OG0000206	Breviolum323105	Durusdinium17693
OG0000206	Breviolum269419	Durusdinium17693
OG0000206	Breviolum895331	Durusdinium17693
OG0000206	Breviolum763600	Durusdinium17693
OG0000206	Breviolum159203	Durusdinium17693
OG0000206	Breviolum93592	Durusdinium17693
OG0000207	Breviolum395604	Durusdinium25872
OG0000207	Breviolum241557	Durusdinium25033
OG0000207	Breviolum162187	Durusdinium28732
OG0000208	Breviolum315544	Durusdinium25159
OG0000208	Breviolum298745	Durusdinium41239
OG0000208	Breviolum768195	Durusdinium36137
OG0000209	Breviolum114554	Durusdinium29372
OG0000209	Breviolum523680	Durusdinium29372
OG0000209	Breviolum504030	Durusdinium1575
OG0000209	Breviolum455927	Durusdinium1575
OG0000209	Breviolum38707	Durusdinium1575
OG0000209	Breviolum466943	Durusdinium40285
OG0000209	Breviolum611711	Durusdinium40285
OG0000209	Breviolum840144	Durusdinium40285
OG0000210	Breviolum684170	Durusdinium41521
OG0000210	Breviolum181583	Durusdinium21638
OG0000210	Breviolum359979	Durusdinium34817
OG0000211	Breviolum222268	Durusdinium11364
OG0000211	Breviolum576954	Durusdinium15552
OG0000211	Breviolum162693	Durusdinium4452
OG0000211	Breviolum256549	Durusdinium15753
OG0000212	Breviolum853203	Durusdinium24905
OG0000212	Breviolum830182	Durusdinium11524
OG0000212	Breviolum859670	Durusdinium11524
OG0000212	Breviolum273979	Durusdinium22800
OG0000212	Breviolum273979	Durusdinium40570
OG0000212	Breviolum273979	Durusdinium39708
OG0000213	Breviolum95742	Durusdinium55424
OG0000213	Breviolum617390	Durusdinium23112
OG0000213	Breviolum767839	Durusdinium18291
OG0000213	Breviolum345519	Durusdinium18291
OG0000213	Breviolum251968	Durusdinium49761
OG0000213	Breviolum251968	Durusdinium23810
OG0000213	Breviolum251968	Durusdinium11525
OG0000214	Breviolum613378	Durusdinium19335
OG0000214	Breviolum618209	Durusdinium36433
OG0000214	Breviolum763496	Durusdinium27015
OG0000214	Breviolum498507	Durusdinium18080
OG0000214	Breviolum333307	Durusdinium18080
OG0000215	Breviolum796636	Durusdinium37526
OG0000215	Breviolum796636	Durusdinium32249
OG0000215	Breviolum796636	Durusdinium8899
OG0000215	Breviolum255407	Durusdinium37648
OG0000215	Breviolum255407	Durusdinium452
OG0000215	Breviolum216586	Durusdinium37115
OG0000216	Breviolum850124	Durusdinium35359
OG0000216	Breviolum65513	Durusdinium35359
OG0000216	Breviolum813852	Durusdinium35359
OG0000216	Breviolum435741	Durusdinium11678
OG0000216	Breviolum421311	Durusdinium33337
OG0000216	Breviolum107774	Durusdinium33337
OG0000220	Breviolum763682	Durusdinium45856
OG0000220	Breviolum314748	Durusdinium29975
OG0000220	Breviolum215779	Durusdinium8218
OG0000220	Breviolum423852	Durusdinium8218
OG0000220	Breviolum711187	Durusdinium8218
OG0000221	Breviolum190003	Durusdinium34345
OG0000221	Breviolum738152	Durusdinium34345
OG0000221	Breviolum11767	Durusdinium34345
OG0000221	Breviolum845001	Durusdinium34345
OG0000221	Breviolum858362	Durusdinium34345
OG0000221	Breviolum593697	Durusdinium34345
OG0000221	Breviolum761452	Durusdinium34345
OG0000221	Breviolum795902	Durusdinium34345
OG0000221	Breviolum615650	Durusdinium34345
OG0000223	Breviolum318008	Durusdinium10506
OG0000223	Breviolum680476	Durusdinium10506
OG0000223	Breviolum741116	Durusdinium10506
OG0000223	Breviolum396311	Durusdinium10506
OG0000223	Breviolum253290	Durusdinium10506
OG0000223	Breviolum464175	Durusdinium10506
OG0000223	Breviolum438853	Durusdinium10506
OG0000223	Breviolum10139	Durusdinium10506
OG0000223	Breviolum473265	Durusdinium10506
OG0000224	Breviolum768960	Durusdinium41140
OG0000224	Breviolum396106	Durusdinium40972
OG0000224	Breviolum326602	Durusdinium41053
OG0000227	Breviolum495789	Durusdinium55567
OG0000227	Breviolum74622	Durusdinium55567
OG0000227	Breviolum122220	Durusdinium55567
OG0000227	Breviolum587377	Durusdinium55567
OG0000227	Breviolum749176	Durusdinium55567
OG0000227	Breviolum419755	Durusdinium55567
OG0000227	Breviolum261060	Durusdinium55567
OG0000227	Breviolum224046	Durusdinium55567
OG0000227	Breviolum446357	Durusdinium55567
OG0000228	Breviolum615459	Durusdinium52672
OG0000228	Breviolum470674	Durusdinium25110
OG0000228	Breviolum604500	Durusdinium23381
OG0000228	Breviolum460533	Durusdinium23381
OG0000229	Breviolum170029	Durusdinium26428
OG0000229	Breviolum156105	Durusdinium39074
OG0000229	Breviolum297013	Durusdinium696
OG0000229	Breviolum167002	Durusdinium35829
OG0000229	Breviolum767418	Durusdinium35829
OG0000230	Breviolum474751	Durusdinium23474
OG0000230	Breviolum231381	Durusdinium23708
OG0000230	Breviolum779227	Durusdinium23708
OG0000230	Breviolum575125	Durusdinium23708
OG0000230	Breviolum778862	Durusdinium23708
OG0000230	Breviolum721606	Durusdinium48839
OG0000230	Breviolum612729	Durusdinium48839
OG0000231	Breviolum877108	Durusdinium8253
OG0000231	Breviolum608926	Durusdinium8253
OG0000231	Breviolum246452	Durusdinium8253
OG0000231	Breviolum312304	Durusdinium8253
OG0000231	Breviolum355124	Durusdinium8253
OG0000231	Breviolum693196	Durusdinium8253
OG0000231	Breviolum407817	Durusdinium8253
OG0000231	Breviolum465800	Durusdinium8253
OG0000231	Breviolum171385	Durusdinium8253
OG0000232	Breviolum95877	Durusdinium18471
OG0000232	Breviolum606214	Durusdinium32354
OG0000232	Breviolum533555	Durusdinium32354
OG0000232	Breviolum295632	Durusdinium32354
OG0000232	Breviolum382597	Durusdinium19222
OG0000232	Breviolum170238	Durusdinium19222
OG0000233	Breviolum132700	Durusdinium24784
OG0000233	Breviolum82514	Durusdinium39305
