Breviolum81386	K19678
Breviolum44170	K21734
Breviolum174164	K01205
Breviolum39922	K13292
Breviolum132151	K23899
Breviolum32546	K10450
Breviolum81935	K08869
Breviolum128	K13356
Breviolum128968	K05765
Breviolum73252	K00854
Breviolum6304	K20027
Breviolum241249	K01358
Breviolum127134	K02641
Breviolum215732	K06176
Breviolum54454	K01802
Breviolum156331	K10667
Breviolum157716	K13412
Breviolum44675	K06978
Breviolum19106	K18757
Breviolum79762	K06943
Breviolum209328	K00434
Breviolum116969	K04706
Breviolum142019	K03178
Breviolum239420	K02876
Breviolum92999	K06943
Breviolum83152	K22133
Breviolum241478	K10442
Breviolum62594	K08582
Breviolum218968	K00605
Breviolum85336	K25450
Breviolum44119	K13806
Breviolum58377	K02327
Breviolum13004	K01254
Breviolum47800	K18055
Breviolum179289	K00788
Breviolum174537	K21813
Breviolum242907	K23999
Breviolum66124	K09568
Breviolum101221	K04739
Breviolum87025	K05766
Breviolum90884	K14440
Breviolum91021	K18670
Breviolum64641	K00434
Breviolum311128	K11251
Breviolum75134	K01885
Breviolum243582	K04936
Breviolum180340	K05665
Breviolum102186	K07376
Breviolum17547	K21850
Breviolum273792	K09540
Breviolum271629	K15047
Breviolum185338	K06180
Breviolum274989	K07404
Breviolum33404	K07390
Breviolum275980	K00771
Breviolum100536	K22684
Breviolum6925	K02114
Breviolum210272	K00898
Breviolum57726	K06070
Breviolum58926	K01580
Breviolum73437	K15259
Breviolum244477	K00521
Breviolum39315	K10380
Breviolum57450	K02493
Breviolum26509	K11000
Breviolum313050	K19239
Breviolum271921	K10396
Breviolum16855	K24205
Breviolum104706	K10408
Breviolum238466	K09874
Breviolum273497	K23802
Breviolum151436	K15305
Breviolum16090	K01510
Breviolum182877	K13719
Breviolum16686	K00856
Breviolum205041	K01367
Breviolum207244	K10380
Breviolum212501	K13611
Breviolum155853	K01537
Breviolum159454	K24104
Breviolum27865	K04885
Breviolum80306	K13949
Breviolum8770	K01689
Breviolum60279	K01764
Breviolum20876	K20176
Breviolum305948	K14326
Breviolum143319	K02927
Breviolum73902	K06185
Breviolum175830	K03029
Breviolum188565	K02350
Breviolum94841	K01853
Breviolum94907	K19941
Breviolum218301	K11160
Breviolum32806	K24195
Breviolum129609	K07252
Breviolum75932	K00472
Breviolum174560	K20352
Breviolum210453	K08631
Breviolum155138	K12460
Breviolum238061	K00464
Breviolum177131	K10609
Breviolum20948	K22614
Breviolum61621	K00914
Breviolum54416	K03626
Breviolum60617	K21440
Breviolum272700	K14963
Breviolum94455	K11502
Breviolum271532	K01392
Breviolum95635	K10408
Breviolum17087	K18649
Breviolum102324	K07937
Breviolum56297	K14802
Breviolum75614	K11848
Breviolum12424	K23257
Breviolum66973	K20367
Breviolum158609	K04788
Breviolum76983	K02371
Breviolum113903	K15272
Breviolum32456	K13667
Breviolum79135	K04886
Breviolum155774	K15332
Breviolum123045	K03648
Breviolum53474	K10799
Breviolum51940	K02219
Breviolum100466	K25439
Breviolum278389	K24523
Breviolum86758	K16746
Breviolum66543	K16726
Breviolum138771	K24938
Breviolum205277	K14568
Breviolum57884	K01114
Breviolum278212	K10352
Breviolum125678	K18660
Breviolum12084	K15446
Breviolum159032	K16726
Breviolum45808	K11885
Breviolum273363	K10582
Breviolum251966	K19413
Breviolum149673	K12823
Breviolum276938	K08076
Breviolum107063	K10956
Breviolum282500	K05760
Breviolum86268	K11170
Breviolum238534	K12823
Breviolum58276	K01591
Breviolum22344	K15111
Breviolum14005	K25547
Breviolum275479	K01652
Breviolum239316	K10391
Breviolum21893	K20182
Breviolum77496	K09580
Breviolum239790	K13953
Breviolum308603	K15014
Breviolum105558	K23490
Breviolum106405	K16175
Breviolum61953	K10380
Breviolum62236	K05302
Breviolum133968	K14855
Breviolum239278	K01887
Breviolum149820	K00801
Breviolum30960	K00465
Breviolum111342	K02358
Breviolum60422	K03775
Breviolum205613	K12195
Breviolum86673	K10380
Breviolum65669	K12824
Breviolum138330	K22614
Breviolum111090	K01726
Breviolum16246	K13412
Breviolum64272	K24224
Breviolum162607	K08745
Breviolum151868	K11166
Breviolum143060	K06180
Breviolum17134	K22763
Breviolum69606	K09459
Breviolum20680	K09874
Breviolum237978	K08244
Breviolum41692	K12231
Breviolum69069	K18710
Breviolum23953	K14802
Breviolum22091	K08341
Breviolum58922	K03377
Breviolum246534	K01408
Breviolum156213	K23541
Breviolum82974	K08869
Breviolum93573	K18418
Breviolum88776	K01262
Breviolum40973	K05658
Breviolum25040	K23568
Breviolum66628	K07300
Breviolum86255	K02154
Breviolum60302	K04078
Breviolum95782	K04515
Breviolum120827	K11279
Breviolum43144	K24928
Breviolum111781	K01673
Breviolum67057	K17508
Breviolum205763	K12119
Breviolum75137	K19755
Breviolum181066	K01770
Breviolum121330	K01265
Breviolum37326	K11863
Breviolum280019	K00921
Breviolum12443	K14165
Breviolum54883	K17943
Breviolum40110	K00876
Breviolum320551	K08488
Breviolum156066	K14050
Breviolum17647	K03327
Breviolum111989	K13998
Breviolum85206	K01802
Breviolum48538	K05389
Breviolum15269	K06634
Breviolum95407	K14411
Breviolum245338	K21418
Breviolum140078	K01620
Breviolum85234	K08997
Breviolum86731	K00933
Breviolum111670	K13023
Breviolum54806	K16462
Breviolum12028	K00697
Breviolum110786	K08829
Breviolum19815	K00476
Breviolum11396	K14802
Breviolum154816	K00901
Breviolum205871	K13412
Breviolum251332	K00036
Breviolum277041	K04515
Breviolum317200	K01784
Breviolum75352	K14947
Breviolum113270	K13447
Breviolum276299	K03070
Breviolum184752	K02350
Breviolum149064	K10807
Breviolum75897	K03929
Breviolum30844	K13354
Breviolum42548	K18849
Breviolum158445	K11162
Breviolum67533	K08830
Breviolum188202	K01715
Breviolum276589	K13444
Breviolum107892	K21604
Breviolum130975	K02183
Breviolum214237	K23741
Breviolum109509	K04460
Breviolum148413	K05794
Breviolum118965	K00850
Breviolum95745	K09560
Breviolum249052	K11407
Breviolum49358	K09022
Breviolum76406	K04688
Breviolum154731	K23257
Breviolum65893	K07198
Breviolum174872	K19760
Breviolum29372	K19755
Breviolum84406	K15277
Breviolum77713	K16742
Breviolum210044	K10380
Breviolum207194	K01711
Breviolum102664	K00134
Breviolum182024	K01537
Breviolum106029	K01908
Breviolum206297	K00556
Breviolum62187	K08070
Breviolum54880	K18534
Breviolum38745	K10380
Breviolum40702	K05961
Breviolum208218	K24155
Breviolum75773	K17839
Breviolum43870	K10900
Breviolum37759	K01768
Breviolum45396	K09525
Breviolum277852	K01787
Breviolum107783	K02729
Breviolum272158	K16289
Breviolum32927	K08857
Breviolum212070	K00434
Breviolum40777	K23257
Breviolum175861	K02879
Breviolum159775	K08675
Breviolum240654	K13720
Breviolum130043	K00145
Breviolum242800	K06940
Breviolum62699	K03165
Breviolum15412	K07735
Breviolum122325	K00703
Breviolum151311	K07090
Breviolum90711	K19525
Breviolum205773	K10578
Breviolum273404	K10523
Breviolum42343	K17361
Breviolum55283	K18598
Breviolum77854	K10380
Breviolum212475	K02183
Breviolum118307	K13210
Breviolum110916	K00789
Breviolum310505	K08515
Breviolum239251	K17508
Breviolum245350	K18498
Breviolum84704	K05658
Breviolum110340	K24182
Breviolum310512	K07023
Breviolum90614	K12321
Breviolum16070	K24925
Breviolum146798	K19932
Breviolum253284	K14550
Breviolum117396	K07056
Breviolum215648	K11412
Breviolum128757	K09597
Breviolum44192	K13412
Breviolum142384	K24070
Breviolum61169	K06573
Breviolum36945	K16745
Breviolum175570	K13963
Breviolum290410	K00794
Breviolum213130	K00616
Breviolum249705	K12460
Breviolum207076	K00699
Breviolum39530	K09230
Breviolum137722	K08866
Breviolum179816	K02155
Breviolum76386	K01657
Breviolum82241	K15016
Breviolum59285	K10380
Breviolum132541	K00164
Breviolum184557	K12348
Breviolum109635	K09258
Breviolum171945	K11969
Breviolum39563	K20176
Breviolum36955	K11323
Breviolum17466	K08811
Breviolum41387	K11971
Breviolum283718	K04855
Breviolum97655	K13412
Breviolum146457	K05011
Breviolum148717	K00556
Breviolum10590	K23538
Breviolum91	K09874
Breviolum43484	K05794
Breviolum157779	K10380
Breviolum252260	K03145
Breviolum76786	K12795
Breviolum83922	K00845
Breviolum107948	K00381
Breviolum103091	K04441
Breviolum99876	K00799
Breviolum156427	K11087
Breviolum57049	K08857
Breviolum100956	K08997
Breviolum72209	K13412
Breviolum175955	K08869
Breviolum45712	K02687
Breviolum240550	K00820
Breviolum128151	K15276
Breviolum283040	K05863
Breviolum40035	K00817
Breviolum74677	K06221
Breviolum23469	K17459
Breviolum310973	K11780
Breviolum113079	K12812
Breviolum35290	K17783
Breviolum24443	K00252
Breviolum69155	K20031
Breviolum138231	K08738
Breviolum174836	K05956
Breviolum56373	K00286
Breviolum53692	K22614
Breviolum276798	K19613
Breviolum17065	K19937
Breviolum310799	K15261
Breviolum57193	K13696
Breviolum12652	K00972
Breviolum115514	K16862
Breviolum38527	K01915
Breviolum67111	K10615
Breviolum31652	K00003
Breviolum64819	K20606
Breviolum175973	K04892
Breviolum305491	K15210
Breviolum31793	K15117
Breviolum208928	K10408
Breviolum76242	K10380
Breviolum172611	K20416
Breviolum71277	K08151
Breviolum287488	K01110
Breviolum154078	K14079
Breviolum36434	K08493
Breviolum148027	K12888
Breviolum58653	K14855
Breviolum130730	K09504
Breviolum271454	K09553
Breviolum19770	K03782
Breviolum30436	K16675
Breviolum42583	K13525
Breviolum172574	K16457
Breviolum48198	K10408
Breviolum142901	K10844
Breviolum113198	K14262
Breviolum39838	K04905
Breviolum280787	K10848
Breviolum272488	K19573
Breviolum205603	K03798
Breviolum125225	K06630
Breviolum101783	K03686
Breviolum175054	K06221
Breviolum57397	K24512
Breviolum237835	K00700
Breviolum238247	K04460
Breviolum57468	K10417
Breviolum64974	K14963
Breviolum277479	K00700
Breviolum57437	K06631
Breviolum114030	K01689
Breviolum58856	K10405
Breviolum157220	K12501
Breviolum244702	K17783
Breviolum36199	K11729
Breviolum209660	K01751
Breviolum280792	K00018
Breviolum177536	K07893
Breviolum138172	K14005
Breviolum209538	K22614
Breviolum157179	K04487
Breviolum156721	K19027
Breviolum58676	K11584
Breviolum83112	K12323
Breviolum163003	K04711
Breviolum276202	K02183
Breviolum173247	K10370
Breviolum47886	K08740
Breviolum65765	K01735
Breviolum83044	K16726
Breviolum24371	K05849
Breviolum156593	K25374
Breviolum58472	K14780
Breviolum271168	K19600
Breviolum16205	K13523
Breviolum161414	K16531
Breviolum101057	K23490
Breviolum273973	K19663
Breviolum174529	K22647
Breviolum177859	K11153
Breviolum80542	K15272
Breviolum14882	K21804
Breviolum242327	K10405
Breviolum58949	K01969
Breviolum99208	K12850
Breviolum204853	K13412
Breviolum310133	K09553
Breviolum23500	K21806
Breviolum173475	K12389
Breviolum85133	K17681
Breviolum305859	K15103
Breviolum78054	K11703
Breviolum32177	K17550
Breviolum324223	K08341
Breviolum214871	K17981
Breviolum89624	K10587
Breviolum123248	K00565
Breviolum33958	K10380
Breviolum89835	K24756
Breviolum277196	K09518
Breviolum19300	K12119
Breviolum205483	K11752
Breviolum61918	K13412
Breviolum32823	K06901
Breviolum22954	K00325
Breviolum17498	K08798
Breviolum246377	K15075
Breviolum85112	K00226
Breviolum239153	K10408
Breviolum30811	K12132
Breviolum35940	K10615
Breviolum69313	K05349
Breviolum281052	K13071
Breviolum89305	K09874
Breviolum278527	K10380
Breviolum119190	K13448
Breviolum34502	K00856
Breviolum73526	K04905
Breviolum67526	K05657
Breviolum110978	K09636
Breviolum163813	K02537
Breviolum22207	K10586
Breviolum45346	K01569
Breviolum126375	K13037
Breviolum111603	K14771
Breviolum271427	K17783
Breviolum75652	K20032
Breviolum105668	K05349
Breviolum23751	K00228
Breviolum148502	K04834
Breviolum139264	K07305
Breviolum65298	K09514
Breviolum21456	K12193
Breviolum45505	K16289
Breviolum63520	K14165
Breviolum74402	K25442
Breviolum282038	K19755
Breviolum238032	K01363
Breviolum53466	K13289
Breviolum204940	K02857
Breviolum84081	K18667
Breviolum36323	K13696
Breviolum181179	K03259
Breviolum44572	K17989
Breviolum59325	K10773
Breviolum31959	K15255
Breviolum58631	K03885
Breviolum74161	K13126
Breviolum30325	K01182
Breviolum90655	K13526
Breviolum55940	K01076
Breviolum252473	K09569
Breviolum46039	K03130
Breviolum308062	K17893
Breviolum66442	K13102
Breviolum17872	K25166
Breviolum25032	K04840
Breviolum89116	K13412
Breviolum16268	K14016
Breviolum90807	K08654
Breviolum84219	K10799
Breviolum204662	K24938
Breviolum80984	K12625
Breviolum174275	K03929
Breviolum131022	K03237
Breviolum239970	K08151
Breviolum131356	K22848
Breviolum207336	K11982
Breviolum56595	K14683
Breviolum72781	K10765
Breviolum45925	K21440
Breviolum31966	K10355
Breviolum103450	K10380
Breviolum276983	K13179
Breviolum205637	K16862
Breviolum19584	K23330
Breviolum112389	K16726
Breviolum102670	K10408
Breviolum181476	K09584
Breviolum65187	K06252
Breviolum249123	K04851
Breviolum43749	K03553
Breviolum208731	K11971
Breviolum57869	K00058
Breviolum240507	K23048
Breviolum77310	K16310
Breviolum89068	K24205
Breviolum31483	K00939
Breviolum91928	K06180
Breviolum39441	K03768
Breviolum75487	K03372
Breviolum60429	K24729
Breviolum158374	K13412
Breviolum80325	K01379
Breviolum173904	K09580
Breviolum73696	K17299
Breviolum207892	K16603
Breviolum101441	K15015
Breviolum142003	K01201
Breviolum69580	K09490
Breviolum243270	K04956
Breviolum41229	K14209
Breviolum239866	K14510
Breviolum49613	K12166
Breviolum18322	K09592
Breviolum150654	K10392
Breviolum17188	K13366
Breviolum282299	K03357
Breviolum21136	K19036
Breviolum141209	K18798
Breviolum32580	K04905
Breviolum281587	K05275
Breviolum55	K16219
Breviolum156679	K02183
Breviolum178362	K12877
Breviolum241343	K06180
Breviolum108271	K14676
Breviolum39831	K12823
Breviolum78796	K00612
Breviolum69506	K15259
Breviolum209073	K19589
Breviolum23723	K10799
Breviolum239878	K15422
Breviolum118556	K01081
Breviolum144984	K10534
Breviolum215719	K16862
Breviolum172557	K14803
Breviolum238965	K02895
Breviolum58103	K19329
Breviolum57242	K13216
Breviolum39385	K00218
Breviolum145764	K04461
Breviolum57489	K04885
Breviolum122215	K21989
Breviolum75978	K02327
Breviolum142721	K01208
Breviolum65044	K06974
Breviolum237859	K00967
Breviolum238841	K02887
Breviolum206385	K00228
Breviolum101261	K19685
Breviolum81009	K00942
Breviolum178001	K00486
Breviolum103830	K12859
Breviolum73724	K17943
Breviolum276599	K15505
Breviolum157600	K10481
Breviolum80460	K03762
Breviolum137424	K10251
Breviolum99818	K14165
Breviolum113709	K15429
Breviolum148012	K02906
Breviolum54782	K10595
Breviolum100346	K00469
Breviolum112581	K01682
Breviolum104552	K10408
Breviolum239748	K10879
Breviolum136811	K10860
Breviolum176884	K14755
Breviolum98522	K00615
Breviolum272734	K08994
Breviolum153711	K00898
Breviolum48643	K10392
Breviolum64704	K02677
Breviolum278255	K10949
Breviolum60142	K19041
Breviolum91440	K11163
Breviolum288939	K08857
Breviolum220340	K06877
Breviolum100232	K22182
Breviolum10666	K04456
Breviolum63436	K02962
Breviolum45255	K25378
Breviolum74140	K00858
Breviolum73134	K20899
Breviolum16366	K04628
Breviolum174098	K25079
Breviolum208531	K00700
Breviolum137366	K16462
Breviolum270825	K19788
Breviolum45327	K17943
Breviolum278755	K12442
Breviolum155909	K06911
Breviolum207132	K07874
Breviolum112965	K24070
Breviolum106617	K23308
Breviolum60392	K01950
Breviolum206513	K15042
Breviolum276271	K10573
Breviolum91282	K00803
Breviolum104048	K13126
Breviolum177725	K00306
Breviolum17052	K10380
Breviolum243193	K24796
Breviolum73031	K12471
Breviolum44369	K10666
Breviolum61982	K01210
Breviolum208165	K04955
Breviolum20737	K10610
Breviolum92857	K06515
Breviolum282751	K10380
Breviolum283096	K02687
Breviolum92698	K19755
Breviolum44692	K03105
Breviolum82464	K20216
Breviolum85329	K17458
Breviolum109333	K01534
Breviolum181456	K02939
Breviolum148724	K17491
Breviolum107181	K12373
Breviolum73188	K01593
Breviolum181345	K01307
Breviolum20520	K23003
Breviolum57789	K12440
Breviolum116592	K00545
Breviolum94130	K06675
Breviolum52523	K01377
Breviolum73990	K03686
Breviolum137754	K10408
Breviolum174310	K07304
Breviolum55219	K11426
Breviolum85431	K16780
Breviolum23480	K01802
Breviolum61251	K23330
Breviolum20519	K13208
Breviolum76752	K01462
Breviolum59936	K04854
Breviolum157375	K12132
Breviolum32963	K00898
Breviolum45558	K05665
Breviolum84125	K14326
Breviolum131599	K04986
Breviolum214589	K10380
Breviolum56915	K18670
Breviolum104338	K01210
Breviolum64277	K22747
Breviolum95234	K01874
Breviolum30211	K19755
Breviolum153870	K22757
Breviolum22475	K10380
Breviolum135760	K06207
Breviolum64465	K11823
Breviolum16919	K17285
Breviolum175213	K14993
Breviolum73234	K05665
Breviolum15853	K20416
Breviolum161735	K01787
Breviolum93243	K00626
Breviolum82953	K02183
Breviolum79225	K01365
Breviolum57991	K05864
Breviolum82862	K21989
Breviolum148582	K04930
Breviolum174678	K19176
Breviolum22357	K15503
Breviolum137140	K04371
Breviolum205777	K01307
Breviolum15947	K00111
Breviolum58009	K15433
Breviolum57886	K11434
Breviolum74382	K19329
Breviolum237459	K03043
Breviolum278235	K04950
Breviolum100764	K15542
Breviolum308612	K20242
Breviolum128219	K25441
Breviolum122791	K09874
Breviolum144846	K16462
Breviolum65052	K12602
Breviolum75852	K08866
Breviolum206507	K25164
Breviolum135883	K10475
Breviolum152104	K03737
Breviolum308548	K24485
Breviolum32594	K05534
Breviolum102471	K02256
Breviolum77812	K15283
Breviolum58762	K00311
Breviolum79309	K18726
Breviolum127313	K10380
Breviolum185383	K10410
Breviolum155493	K24224
Breviolum53463	K15889
Breviolum273007	K03686
Breviolum29125	K07953
Breviolum272687	K11816
Breviolum37810	K17286
Breviolum151645	K20028
Breviolum47667	K17278
Breviolum18335	K17964
Breviolum106925	K10799
Breviolum18	K02087
Breviolum96589	K17908
Breviolum76533	K09919
Breviolum204928	K25792
Breviolum15997	K18532
Breviolum71733	K22614
Breviolum275432	K17964
Breviolum125076	K12236
Breviolum276916	K02493
Breviolum53761	K10203
Breviolum150386	K05857
Breviolum5373	K05662
Breviolum204957	K19584
Breviolum123682	K03118
Breviolum32160	K19327
Breviolum274664	K08176
Breviolum207671	K15113
Breviolum81499	K10949
Breviolum94989	K22068
Breviolum24112	K09020
Breviolum16282	K02433
Breviolum238392	K01365
Breviolum65081	K00710
Breviolum76231	K15191
Breviolum277387	K19199
Breviolum23004	K04461
Breviolum144324	K11262
Breviolum136143	K07376
Breviolum238204	K14379
Breviolum79458	K14379
Breviolum65429	K11412
Breviolum156601	K23398
Breviolum101422	K15692
Breviolum75406	K17914
Breviolum40240	K14538
Breviolum317619	K07889
Breviolum287285	K02730
Breviolum81520	K04885
Breviolum22380	K04950
Breviolum69363	K00140
Breviolum22619	K10401
Breviolum68480	K06693
Breviolum23406	K10592
Breviolum72941	K08850
Breviolum110246	K09458
Breviolum109737	K16289
Breviolum60071	K17535
Breviolum73212	K07376
Breviolum117258	K02945
Breviolum159816	K20182
Breviolum175121	K12348
Breviolum12990	K14411
Breviolum84578	K03654
Breviolum87488	K13095
Breviolum275302	K04344
Breviolum87416	K10407
Breviolum311252	K18995
Breviolum8264	K22763
Breviolum25071	K09498
Breviolum241552	K23563
Breviolum275684	K00939
Breviolum141583	K07376
Breviolum182944	K22372
Breviolum41860	K03768
Breviolum50057	K10669
Breviolum152327	K01081
Breviolum80787	K01676
Breviolum57892	K04984
Breviolum58604	K00088
Breviolum80803	K19329
Breviolum132538	K25460
Breviolum183657	K02183
Breviolum17389	K16675
Breviolum121235	K16639
Breviolum280926	K14440
Breviolum213013	K11434
Breviolum93043	K19626
Breviolum51442	K00799
Breviolum208155	K01733
Breviolum275932	K00163
Breviolum277352	K14379
Breviolum278453	K08369
Breviolum251525	K11804
Breviolum94917	K02156
Breviolum240038	K03661
Breviolum44671	K05681
Breviolum39074	K14963
Breviolum30786	K10380
Breviolum78982	K13750
Breviolum182080	K21806
Breviolum60333	K12445
Breviolum70053	K18890
Breviolum174132	K10766
Breviolum204675	K15738
Breviolum173044	K14855
Breviolum17022	K01710
Breviolum45545	K06180
Breviolum160742	K02835
Breviolum57183	K12440
Breviolum142176	K03676
Breviolum103703	K07304
Breviolum284981	K20989
Breviolum172616	K08577
Breviolum17582	K22390
Breviolum69523	K14440
Breviolum69921	K03978
Breviolum82532	K12823
Breviolum40022	K16675
Breviolum87456	K03233
Breviolum65029	K26157
Breviolum38339	K15044
Breviolum172070	K07025
Breviolum278242	K19951
Breviolum125183	K16726
Breviolum58296	K11594
Breviolum64881	K00615
Breviolum37696	K12567
Breviolum209066	K07115
Breviolum56715	K00006
Breviolum105881	K16608
Breviolum237781	K03106
Breviolum274794	K01365
Breviolum60690	K24242
Breviolum37894	K04908
Breviolum46209	K22809
Breviolum273046	K00871
Breviolum151669	K10398
Breviolum206869	K05643
Breviolum173879	K17260
Breviolum247380	K11294
Breviolum86220	K05275
Breviolum69536	K12132
Breviolum158038	K15276
Breviolum95183	K06252
Breviolum153383	K10393
Breviolum177697	K05692
Breviolum133593	K05681
Breviolum54352	K15630
Breviolum175084	K01135
Breviolum278593	K10595
Breviolum85221	K14803
Breviolum177685	K11594
Breviolum69913	K14440
Breviolum89800	K00483
Breviolum241374	K18272
Breviolum248086	K20291
Breviolum30164	K23531
Breviolum158536	K20032
Breviolum101600	K10407
Breviolum1168	K20726
Breviolum249491	K04856
Breviolum16324	K08341
Breviolum132190	K00600
Breviolum158514	K08683
Breviolum105027	K15889
Breviolum79430	K01271
Breviolum99863	K03737
Breviolum276604	K22207
Breviolum178372	K15692
Breviolum16668	K09571
Breviolum75910	K14297
Breviolum58362	K08214
Breviolum16920	K05766
Breviolum271434	K04739
Breviolum88445	K01803
Breviolum45762	K08857
Breviolum244544	K17943
Breviolum208283	K02945
Breviolum76551	K17728
Breviolum157190	K10380
Breviolum113599	K10590
Breviolum78531	K01866
Breviolum45361	K10421
Breviolum131489	K11262
Breviolum23578	K24469
Breviolum46172	K14963
Breviolum70088	K08626
Breviolum94074	K03686
Breviolum151312	K14972
Breviolum205357	K08827
Breviolum172273	K03119
Breviolum103688	K03761
Breviolum20906	K03417
Breviolum12681	K07376
Breviolum209698	K03321
Breviolum79385	K18932
Breviolum79207	K00026
Breviolum55166	K14026
Breviolum53109	K17086
Breviolum58203	K15507
Breviolum208653	K11426
Breviolum83248	K06413
Breviolum89392	K15102
Breviolum92931	K15920
Breviolum82709	K08582
Breviolum90831	K01125
Breviolum99855	K03234
Breviolum144780	K13412
Breviolum79938	K04460
Breviolum175758	K11661
Breviolum94558	K10424
Breviolum81029	K08853
Breviolum134473	K13412
Breviolum60311	K01880
Breviolum254773	K01802
Breviolum83235	K08716
Breviolum15038	K08794
Breviolum159129	K00789
Breviolum98423	K10755
Breviolum75999	K22614
Breviolum238679	K00558
Breviolum40433	K08881
Breviolum187777	K01934
Breviolum80859	K01669
Breviolum426	K11129
Breviolum209348	K00476
Breviolum44933	K14191
Breviolum205962	K00649
Breviolum214263	K13293
Breviolum70876	K11088
Breviolum219730	K05000
Breviolum79050	K03686
Breviolum89303	K12605
Breviolum14932	K15171
Breviolum82969	K00503
Breviolum55077	K07146
Breviolum117313	K12880
Breviolum69270	K03217
Breviolum50709	K03686
Breviolum251091	K16914
Breviolum311115	K05592
Breviolum153026	K03233
Breviolum75755	K18059
Breviolum256479	K10062
Breviolum9574	K19947
Breviolum64512	K15336
Breviolum61145	K05864
Breviolum16462	K01128
Breviolum134278	K11838
Breviolum72979	K05643
Breviolum21861	K01412
Breviolum39636	K00799
Breviolum121035	K12821
Breviolum239836	K02955
Breviolum64760	K14007
Breviolum69208	K06158
Breviolum94634	K02293
Breviolum158094	K13412
Breviolum98857	K13750
Breviolum247310	K15865
Breviolum75607	K10838
Breviolum276298	K00390
Breviolum12871	K10411
Breviolum30734	K05863
Breviolum76077	K17914
Breviolum180915	K16292
Breviolum45486	K04720
Breviolum42654	K25866
Breviolum133083	K18729
Breviolum69338	K06643
Breviolum30140	K06180
Breviolum23439	K05643
Breviolum249339	K06999
Breviolum115939	K13026
Breviolum86283	K24837
Breviolum61555	K15292
Breviolum121889	K11541
Breviolum129720	K10860
Breviolum88821	K09489
Breviolum120913	K10408
Breviolum118243	K13091
Breviolum110716	K01180
Breviolum274785	K03941
Breviolum98229	K23437
Breviolum240428	K14427
Breviolum242520	K08798
Breviolum113783	K02716
Breviolum157540	K03046
Breviolum79159	K03686
Breviolum178999	K10357
Breviolum83199	K18798
Breviolum156396	K06001
Breviolum32695	K13293
Breviolum245423	K10398
Breviolum94532	K02320
Breviolum58870	K10380
Breviolum57809	K24437
Breviolum140971	K02331
Breviolum15557	K01395
Breviolum49040	K03231
Breviolum95519	K09181
Breviolum84568	K10754
Breviolum237373	K08997
Breviolum79196	K00645
Breviolum306690	K18442
Breviolum112673	K02958
Breviolum142880	K20029
Breviolum272888	K08826
Breviolum2846	K22372
Breviolum270726	K19375
Breviolum243815	K22555
Breviolum28589	K11136
Breviolum34700	K05543
Breviolum47654	K11108
Breviolum191957	K03000
Breviolum23386	K15276
Breviolum172870	K10587
Breviolum76913	K15026
Breviolum57580	K05736
Breviolum91121	K18655
Breviolum17033	K04892
Breviolum134746	K12460
Breviolum21817	K00995
Breviolum124345	K05387
Breviolum280407	K00925
Breviolum271190	K10398
Breviolum174527	K17943
Breviolum55195	K16055
Breviolum285517	K21575
Breviolum194852	K00432
Breviolum271521	K12306
Breviolum242793	K08316
Breviolum121683	K10860
Breviolum45481	K15119
Breviolum310967	K01265
Breviolum204800	K01769
Breviolum144740	K15181
Breviolum69735	K16675
Breviolum238628	K03437
Breviolum16068	K14207
Breviolum66120	K01110
Breviolum83536	K00800
Breviolum37331	K17914
Breviolum137683	K06672
Breviolum176506	K01177
Breviolum15070	K03686
Breviolum71707	K10523
Breviolum84580	K25380
Breviolum65623	K01255
Breviolum93707	K00254
Breviolum245654	K06221
Breviolum89756	K17616
Breviolum62917	K02945
Breviolum44394	K01897
Breviolum107700	K17584
Breviolum178611	K01783
Breviolum13633	K03036
Breviolum50305	K09568
Breviolum145509	K00616
Breviolum61968	K08796
Breviolum205832	K07126
Breviolum156289	K12603
Breviolum21508	K17868
Breviolum37602	K02945
Breviolum119056	K12823
Breviolum238007	K05544
Breviolum44240	K00639
Breviolum114977	K16186
Breviolum286594	K10408
Breviolum21522	K01262
Breviolum219828	K01537
Breviolum286509	K07893
Breviolum206402	K00472
Breviolum58552	K22128
Breviolum23464	K19329
Breviolum78217	K25698
Breviolum273335	K08997
Breviolum140371	K08151
Breviolum69840	K00476
Breviolum118650	K10400
Breviolum95442	K22614
Breviolum68623	K03438
Breviolum84230	K10396
Breviolum208967	K09456
Breviolum237741	K08493
Breviolum66870	K15276
Breviolum48168	K03327
Breviolum57916	K01092
Breviolum42907	K01408
Breviolum85388	K09861
Breviolum90704	K00264
Breviolum147302	K02183
Breviolum22617	K10808
Breviolum161703	K00434
Breviolum60672	K11968
Breviolum37526	K20715
Breviolum271621	K02965
Breviolum12999	K22763
Breviolum44512	K08869
Breviolum76283	K14404
Breviolum55250	K06630
Breviolum278146	K01868
Breviolum249310	K02324
Breviolum285669	K14566
Breviolum51807	K01673
Breviolum39800	K01465
Breviolum73485	K02920
Breviolum44152	K06268
Breviolum172230	K23164
Breviolum105487	K11593
Breviolum50871	K16465
Breviolum156086	K13291
Breviolum206406	K16292
Breviolum96289	K10147
Breviolum79343	K01686
Breviolum136877	K03038
Breviolum244344	K07976
Breviolum172951	K06180
Breviolum87190	K04842
Breviolum96152	K25450
Breviolum30393	K00700
Breviolum127586	K03218
Breviolum278277	K22538
Breviolum16053	K05917
